date,state_code,gender,age_bucket,pct_hh_cli_weighted,pct_cmnty_cli_weighted,pct_hh_fever_weighted,pct_hh_sore_throat_weighted,pct_hh_cough_weighted,pct_hh_shortness_of_breath_weighted,pct_hh_difficulty_breathing_weighted,pct_self_fever_weighted,pct_self_cough_weighted,pct_self_shortness_of_breath_weighted,pct_self_difficulty_breathing_weighted,pct_self_tiredness_or_exhaustion_weighted,pct_self_nasal_congestion_weighted,pct_self_runny_nose_weighted,pct_self_muscle_joint_aches_weighted,pct_self_sore_throat_weighted,pct_self_persistent_pain_pressure_in_chest_weighted,pct_self_nausea_vomiting_weighted,pct_self_diarrhea_weighted,pct_self_anosmia_ageusia_weighted,pct_self_other_weighted,pct_self_none_of_above_weighted,pct_self_multiple_symptoms_weighted,pct_worked_outside_home_weighted,pct_avoid_contact_all_or_most_time_weighted,pct_diabetes_weighted,pct_cancer_weighted,pct_heart_disease_weighted,pct_high_blood_pressure_weighted,pct_asthma_weighted,pct_chronic_lung_disease_weighted,pct_kidney_disease_weighted,pct_autoimmune_disorder_weighted,pct_no_above_medical_conditions_weighted,pct_multiple_medical_conditions_weighted,cases,daily_case
2020-07-08,ga,overall,overall,1.6351,25.2497,2.1717,7.9973,15.1238,6.8447,3.7125,1.5203,11.3484,5.0459,2.2752,14.4332,13.9128,10.8353,13.1284,6.5195,1.8203,3.7883,7.8872,2.4161,2.1508,61.8036,22.9973,49.5719,51.4332,12.3925,4.7947,5.5492,32.6944,14.4566,4.4649,2.5457,6.7927,48.3795,22.1025,96538,2831.0
2020-07-09,ga,overall,overall,2.0573,25.9667,2.8532,9.3469,15.9639,7.6374,4.5992,2.0105,11.6987,5.5087,3.3275,16.4574,14.1282,10.0223,13.1218,8.1955,2.7506,2.9614,7.5571,3.042,3.069,61.2032,25.8497,51.9943,50.9256,12.6963,4.1848,6.1394,32.260999999999996,15.0314,4.5479,2.465,5.8726,48.0554,20.9251,98693,2155.0
2020-07-10,ga,overall,overall,1.964,26.1386,2.6102,8.9314,15.8327,6.665,3.2529,1.5004,10.5303,4.3017,1.9503,16.0022,13.2746,10.3835,12.1253,6.7901,1.9105,2.9623,5.9927,2.4315,2.8632,62.7097,22.9978,49.9976,50.2553,13.1208,5.5753,5.5714,34.8916,12.4108,3.8898,2.8273,5.6049,46.8959,20.9647,103597,4904.0
2020-07-11,ga,overall,overall,2.2332,26.3626,2.4559,7.6160000000000005,14.8998,5.9276,3.8189,1.5049,11.3325,3.9798,3.1099,13.819,13.6646,8.7011,11.9771,6.1459,2.9415,4.321000000000001,5.7245,2.6333,3.1074,63.8975,23.206999999999997,51.7868,52.7672,14.8813,4.6677,6.7907,35.8285,13.1642,3.6737,3.0694,6.2939,44.7164,22.844,106574,2977.0
2020-07-12,ga,overall,overall,1.8083,26.5488,2.2529,8.2592,16.2325,6.0683,3.7941,1.4905,12.2981,4.7917,2.3972,13.6116,13.6259,8.9018,10.6107,6.6305,2.2896,2.9019999999999997,6.5889999999999995,2.9998,2.2846,64.6618,22.1498,49.0736,52.4266,12.9191,4.4416,6.791,34.086999999999996,13.9021,4.6028,3.1507,6.0185,46.1979,20.4435,108389,1815.0
2020-07-13,ga,overall,overall,1.8144,25.7478,2.1127,9.0175,16.3649,7.5979,4.2641,1.5156,11.8629,5.7374,2.855,15.2236,12.8278,10.4413,12.8371,6.8619,2.63,3.5439,6.6796,2.4189,3.4254,62.0347,24.9327,49.748999999999995,53.54,14.3852,3.9912,6.6201,36.271,13.9965,4.8357,3.4329,5.9282,46.836000000000006,24.1888,111937,3548.0
2020-07-14,ga,overall,overall,1.6344,24.8614,1.9598,7.2205,14.5705,6.0233,3.0313,1.2182,11.0204,4.935,2.2612,14.4447,12.4746,8.8707,11.354000000000001,6.2283,1.8912,4.0748,6.2187,1.8556,2.6696,65.2074,21.4651,50.7103,51.7945,12.8693,3.7137,5.1201,32.796,13.5365,3.8988,1.8459,6.6149,47.6107,20.3189,114579,2642.0
2020-07-15,ga,overall,overall,1.8186,27.995,2.5923,9.9161,17.3792,7.1393,4.5041,1.6064,13.6914,5.0698,2.8895,15.3227,15.4924,11.2906,12.8624,7.336,3.1589,4.5559,7.6461,2.4996,3.0858,61.1171,24.9869,49.4833,53.0009,13.3065,4.0222,7.8976,32.6365,14.0454,5.2215,2.9838,7.0756,47.51,22.8016,118147,3568.0
2020-07-16,ga,overall,overall,1.6627,28.0558,2.3055,8.3579,16.8881,6.4952,4.3304,1.328,12.4079,5.5476,2.8915,14.7978,13.402999999999999,10.0272,13.9587,6.4532,2.4049,3.7325,7.281000000000001,2.6234,2.5921,61.4955,23.193,49.2472,54.5219,12.0285,5.4161,6.7706,33.4339,15.2804,4.7737,2.8264,7.278,47.4399,23.4821,120848,2701.0
2020-07-17,ga,overall,overall,1.7745,26.6822,2.1361,8.9228,16.1349,6.3388,4.1849,1.2874,10.9445,3.3931,2.443,13.9409,14.0987,9.1705,11.4679,6.6092,2.8922,3.51,5.9215,3.0754,1.5281,64.3806,21.8711,48.3896,53.8288,14.2051,5.052,7.1762,34.8304,13.8221,3.1189,2.2005,6.5449,45.3862,22.644000000000002,124267,3419.0
2020-07-18,ga,overall,overall,2.0788,26.7131,2.7058,8.1341,14.2664,6.1506,3.8683,1.6789,10.7238,4.2336,2.9845,15.7949,14.2848,9.9829,9.5545,6.5656,2.6418,3.6915,7.1179,1.9143,1.8874,64.3487,21.1938,52.297,49.9527,11.9369,5.1046,5.2928,34.7981,12.4138,3.7958,2.6071,5.486000000000001,47.4907,20.4248,128341,4074.0
2020-07-19,ga,overall,overall,1.9764,24.0519,2.2252,8.6206,15.4228,6.8719,3.8148,1.014,11.6819,5.1738,2.9729,13.8949,13.4091,8.8578,10.7334,7.0491,3.1833,3.2695,6.2874,2.0067,2.1906,65.2552,21.0695,48.9903,53.6314,13.0003,4.4214,5.821000000000001,32.3635,11.9692,3.9423,2.0363,6.457999999999999,50.2098,20.3208,130794,2453.0
2020-07-20,ga,overall,overall,2.2683,26.4363,2.551,8.8087,17.0626,8.6438,5.7673,1.7298,12.8079,6.181,3.8629,17.3806,14.1461,10.7995,12.2321,6.7403,3.6574,3.9776,7.7466,3.3872,2.2733,62.196000000000005,24.221999999999998,48.9437,51.4173,12.315,5.6278,6.3606,35.2107,12.8512,4.3538,2.5908,7.2914,47.0013,22.3638,132788,1994.0
2020-07-21,ga,overall,overall,1.6374,30.5399,1.9802,8.5559,15.1588,7.1575,4.1779,1.1828,11.0092,4.8742,3.1955,16.1627,15.8255,9.5736,11.9359,7.2676,3.139,3.2082,7.718,1.5530000000000002,2.8836,62.4967,23.3526,48.9554,53.145,11.4504,4.9877,6.9492,35.8966,13.1646,3.8679,2.6149,5.6479,46.2704,21.1128,135865,3077.0
2020-07-22,ga,overall,overall,1.7332,27.9745,2.2094,7.5938,15.0409,6.9006,4.0512,1.0924,11.6588,4.9153,2.5891,16.4559,14.7517,9.9722,13.2586,6.3101,2.6549,3.4195,6.4378,2.6522,2.813,62.8066,24.8736,49.5054,52.0703,11.9818,5.2187,5.3258,33.1322,13.6526,3.4154,1.6493,6.2234,46.9828,20.5632,139120,3255.0
2020-07-23,ga,overall,overall,1.156,30.3958,1.7193,7.9641,15.1699,6.2418,4.0516,1.055,11.5082,4.6146,2.4289,14.9054,13.8018,8.81,11.3874,5.9105,2.2507,4.0978,6.1927,2.2453,2.6315,63.3322,22.3632,50.9912,51.7077,13.367,4.9513,7.2244,33.1938,13.8422,4.2468,2.3583,7.0319,48.016000000000005,22.8028,143857,4737.0
2020-07-24,ga,overall,overall,2.0328,28.7097,2.3835,8.4992,15.3152,6.9985,3.948,1.5916,11.3028,4.5588,2.964,15.615,14.6464,10.0666,11.5958,6.2215,3.2247,3.7285,6.4805,3.0972,1.5773,65.5605,21.7308,49.8585,53.1488,12.3253,4.5259,4.628,34.306999999999995,15.3204,3.2715,3.2821,7.2243,47.2498,22.4267,147732,3875.0
2020-07-25,ga,overall,overall,2.374,27.8221,2.6825,8.4667,16.3005,6.7783,3.6951,1.3135,11.3206,4.7735,2.4757,14.5333,13.625,8.6294,11.3914,5.8568,2.4191,4.1498,7.3593,2.4489,2.7647,65.4172,21.4594,51.3837,53.3936,13.1015,4.9344,6.0618,32.9306,12.7647,3.9081,2.3799,7.2606,48.6832,21.2988,151262,3530.0
2020-07-26,ga,overall,overall,1.6503,25.1571,1.9208,6.8944,14.5666,6.1242,3.4426,1.5112,10.7554,4.1501,2.7329,15.0792,13.3612,9.3609,11.1716,5.3065,2.1309,3.5981,6.5072,1.9936,2.2684,64.4785,21.3203,50.3837,51.1999,12.7575,4.4799,6.0596,33.7689,14.6601,3.7034,2.6109,6.8119,47.3708,21.2659,153476,2214.0
2020-07-27,ga,overall,overall,2.2096,29.8775,2.5496,8.0696,15.9077,7.1842,3.9263,1.0077,11.318,4.6246,2.2201,14.5887,12.8045,8.7016,11.6375,6.224,2.7408,3.7935,5.9827,2.2914,2.4386,65.1401,21.0919,50.2114,52.6686,12.7423,3.9647,6.6687,35.3145,13.689,3.9610000000000003,3.1283,7.2584,44.6389,21.7537,155907,2431.0
2020-07-28,ga,overall,overall,2.6428,27.7845,2.9314,8.6403,17.6905,6.6476,4.1661,1.8114,13.1759,4.893,3.0234,15.2293,15.0041,11.3096,12.9934,6.1963,2.3733,3.6837,8.1001,3.033,3.1506,61.9045,24.4987,48.9576,54.2282,12.9254,3.574,5.712999999999999,33.537,12.8957,4.2052,2.8817,7.7288,46.8036,20.7635,160038,4131.0
2020-07-29,ga,overall,overall,2.1867,27.5189,2.5853,7.5598,16.5712,7.1267,4.5337,2.0087,13.3504,5.5733,3.7623,16.1968,14.0808,10.8442,12.8983,6.7067,3.1341,3.8995,7.4364,2.8516,3.1716,64.0959,23.0392,49.6203,53.6618,12.8936,5.3148,5.4043,35.2424,13.8374,3.6538,2.0876,6.5069,44.8,21.776999999999997,163547,3509.0
2020-07-30,ga,overall,overall,1.7357,28.1078,2.0525,7.707000000000001,15.169,6.0717,4.1034,1.2777,10.8509,3.4543,2.2466,14.1122,13.0453,9.4298,11.4084,5.7028,2.2122,3.6101,7.3558,2.0133,1.9473,65.1087,22.3976,50.013000000000005,49.9006,14.4153,5.2836,6.5017,33.5815,15.7909,4.5176,2.7901,6.2978,46.2379,23.4624,167545,3998.0
2020-07-31,ga,overall,overall,2.6894,27.1184,3.1628,9.0778,17.3412,7.1152,4.359,1.5954,13.0276,4.7528,2.0362,16.9744,14.4963,10.7123,12.2038,7.3799,2.5089,4.1856,8.0825,2.6262,3.1531,63.805,23.3963,53.4205,50.4752,13.8344,4.9614,5.6792,34.0704,14.8263,3.5311,2.4875,6.7998,47.457,22.1802,171342,3797.0
2020-08-01,ga,overall,overall,1.6696,27.7377,1.935,7.7795,14.9333,6.0656,3.701,1.1868,10.751,4.7944,2.3938,15.0241,11.6626,8.0879,11.4338,6.0374,2.3505,3.0349,6.4323,2.291,2.3777,65.8483,21.0209,53.4266,51.3888,12.705,4.4652,6.5492,32.7388,14.3539,4.0861,2.6658,6.6105,49.486000000000004,21.9094,174834,3492.0
2020-08-02,ga,overall,overall,1.074,23.4159,1.5927,6.4999,13.3598,5.4746,3.347,0.8509,10.275,3.6727,1.9759,12.2504,14.3442,7.76,11.341,5.1144,2.3988,2.278,6.1333,1.7792,2.3371,67.5241,19.3549,50.7015,49.0952,11.1807,4.7301,5.6431,33.2814,12.5066,3.2460000000000004,1.9393,5.9902,49.5914,20.1962,177556,2722.0
2020-08-03,ga,overall,overall,1.2592,26.2145,1.5582,6.7032,13.8573,4.2491,2.2057,1.2045,9.9953,3.4146,1.8643,13.862,11.8512,9.1334,11.2261,4.8749,2.2786,3.2278,6.1602,2.1474,2.1105,66.6963,20.3476,53.1919,48.4213,11.765999999999998,4.7672,6.8593,32.8485,12.5986,4.2825,2.0312,6.2971,50.0417,21.5759,179510,1954.0
2020-08-04,ga,overall,overall,1.6622,27.7453,2.5093,8.1664,14.9811,6.2573,3.3351,1.3024,10.8877,4.2475,2.2238,13.5348,13.3722,9.7079,10.4526,5.6487,1.5367,3.7652,5.405,2.2237,2.6185,65.8022,21.0315,52.4864,51.0198,13.5464,4.3538,6.9614,33.2055,13.8171,3.6944,3.2333,6.5313,45.4271,21.1185,182462,2952.0
2020-08-05,ga,overall,overall,1.8117,25.6939,2.5056,7.6884,15.8793,6.4468,3.6101,0.9844,11.423,4.7598,2.1641,12.6823,12.2689,8.8883,10.3531,5.7043,1.9097,3.4454,5.3779,2.4048,3.0023,66.21300000000001,20.5246,52.2231,50.5584,12.8255,4.379,4.6114,31.4348,13.5401,3.3887,2.0968,7.6608,49.0491,21.1214,186395,3933.0
2020-08-06,ga,overall,overall,1.5126,26.3568,2.4063,7.3972,13.8639,4.7917,2.8846,2.2230000000000003,10.2747,3.2316,1.9253,12.8998,12.8069,8.3755,11.6813,5.975,1.9340000000000002,3.2225,6.1005,2.7745,2.4618,66.428,20.6144,55.0155,49.5606,10.7429,3.8592,5.6019,31.6251,14.2014,3.3161,1.9989,6.7199,49.5868,19.8157,189300,2905.0
2020-08-07,ga,overall,overall,1.3442,27.005,1.7764,6.7729,13.622,6.2931,3.602,1.4481,10.2362,4.7441,3.2104,15.2235,12.9595,8.39,11.6996,5.4677,2.2787,2.4292,5.6848,2.2586,2.0042,65.2644,20.6589,50.1765,51.8594,12.6886,5.7794,7.0933,35.5946,14.4867,4.9338,2.0439,6.0914,43.5044,22.1642,193276,3976.0
2020-08-08,ga,overall,overall,1.1583,25.8105,1.337,8.5014,13.6058,5.9696,3.528,1.1725,10.1948,5.0238,2.103,12.0016,13.1344,9.0582,10.7284,6.9654,2.5028,3.1934,6.6622,2.2037,2.8795,65.4885,20.7329,53.7937,49.4706,12.7698,5.3163,5.8707,32.3335,13.5125,4.8001,2.6468,6.4408,48.5269,22.4103,197308,4032.0
2020-08-09,ga,overall,overall,1.8517,26.5678,2.3302,7.5527,14.8588,6.1455,3.5554,1.5292,12.255,4.5654,2.4795,13.9579,13.1644,9.9091,11.2558,6.3348,2.0407,2.825,5.7497,2.342,3.1989,64.9525,21.6614,54.1008,50.1699,12.5509,4.4009,5.3478,33.8936,12.2476,4.1146,2.6489999999999996,5.9533,48.126000000000005,20.4222,200147,2839.0
2020-08-10,ga,overall,overall,1.5734,23.6194,1.7748,6.4248,14.9227,5.9806,3.3655,1.5455,9.8551,3.5989999999999998,2.1773,12.5241,12.1797,7.9087,9.8241,5.6232,2.2602,3.3419,5.008,2.5416,1.9066,68.5441,18.6635,55.6919,50.8743,11.5586,4.8635,5.433,30.4543,12.0503,3.4552,2.6272,6.2531,50.1479,18.8013,202276,2129.0
2020-08-11,ga,overall,overall,1.4344,27.0637,1.6857,6.4505,14.4703,5.3021,3.9953,1.3755,11.2018,3.4803,2.4647,14.7694,11.9527,8.5577,10.4408,5.0744,2.0872,2.7511,5.8155,2.5896,1.9923,65.2902,20.5303,51.006,48.7333,12.6904,5.1438,6.1321,32.3491,13.7429,3.8896,2.3845,6.7136,46.958,21.2071,205920,3644.0
2020-08-12,ga,overall,overall,3.1963,24.1058,3.6233,8.0563,14.6567,6.5307,3.6009,2.0252,10.7709,4.8085,2.4806,15.812999999999999,13.5304,9.6971,11.5985,6.5291,2.0207,3.2747,6.2658,2.5219,2.8003,63.9291,22.844,51.0172,49.5384,12.894,4.084,6.5552,34.0603,12.9936,4.4118,2.6116,6.1104,48.208999999999996,21.1982,209683,3763.0
2020-08-13,ga,overall,overall,1.9914,25.9122,2.392,7.3539,14.0795,5.4748,3.0021,1.3898,9.5507,3.8251,2.1612,14.6995,12.3709,9.0529,10.9643,5.1065,2.5143,4.524,7.3031,2.8177,2.3647,65.7191,19.7305,51.6614,51.9288,13.1703,4.045,5.4914,34.1248,13.9403,3.5077,2.7827,5.0972,48.5738,20.8235,212009,2326.0
2020-08-14,ga,overall,overall,1.4028,24.6964,1.959,8.5051,15.4549,5.7843,3.0174,2.0746,11.0421,4.1506,2.3614,15.6555,12.5142,9.0128,11.4291,5.8506,2.9699,3.676,6.5589,2.3676,3.0219,65.4153,20.6704,53.6931,48.9794,12.042,6.2077,5.8586,32.81,12.4076,4.0981,2.9266,6.99,46.7538,20.7615,215328,3319.0
2020-08-15,ga,overall,overall,1.4093,23.8912,1.8327,7.4026,13.2525,5.6357,3.2469,0.7556,9.4471,3.6644,1.7169999999999999,13.1217,12.7902,8.0715,10.8452,5.2073,2.1673,3.5989,5.155,1.6015,2.7517,66.7345,19.7365,52.8069,52.7849,12.6006,4.9315,5.3555,34.6159,12.4446,4.7976,2.3966,6.1159,46.1934,20.5961,218344,3016.0
2020-08-16,ga,overall,overall,1.4645,26.1379,2.0686,6.8765,13.9247,6.2057,3.0889,1.2139,11.2665,3.7817,2.1353,13.6655,13.1596,9.0756,10.3464,4.6878,2.2262,3.1405,6.2707,1.9754,2.6392,65.4306,20.9384,57.1982,47.0241,12.372,4.5937,5.77,31.2675,12.7818,4.0037,2.1893,5.5911,49.6079,19.383,220165,1821.0
2020-08-17,ga,overall,overall,2.0353,23.3397,2.3236,8.9096,16.2918,7.7709,4.0797,1.8192,11.4451,5.6375,3.4842,14.1808,13.9441,9.9443,14.1003,7.4489,3.0707,3.3642,6.945,2.8049,2.4844,64.4159,22.2916,52.0913,48.6469,11.5008,5.2095,5.3282,33.138000000000005,14.437999999999999,4.4224,2.6592,6.3511,47.3811,19.4585,221841,1676.0
2020-08-18,ga,overall,overall,1.2133,24.3734,1.931,6.8691,10.8356,3.3911,1.83,1.2919999999999998,8.2977,2.1701,1.528,12.7026,11.5161,7.1123,11.1394,4.9994,1.6907,2.5323,5.8526,1.5368,2.3505,68.2845,17.4442,54.1657,45.5262,12.5451,4.8804,5.9891,32.3899,11.47,3.7908,2.1701,6.8768,49.7317,20.9362,224681,2840.0
2020-08-19,ga,overall,overall,0.7265,23.4828,1.6624,7.9649,13.915,5.9156,3.6064,0.8147,9.6162,3.8941,2.9392,13.7275,13.0502,8.2201,9.9371,5.4863,2.1907,2.6615,6.5469,1.6119,1.9628,65.9503,19.8643,55.2719,49.2164,13.0625,4.8388,6.4823,35.0119,13.8952,4.5179,2.2191,5.211,46.5217,22.2325,227255,2574.0
2020-08-20,ga,overall,overall,2.7110000000000003,25.7335,2.7110000000000003,8.2917,13.9316,8.068,4.9698,1.7405,10.367,5.2048,3.6543,13.0411,14.0068,11.864,9.8322,6.2293,2.4457,2.9131,5.9111,2.3279,3.1178,66.5284,21.8109,53.888000000000005,49.9673,12.449000000000002,4.988,7.6618,35.1802,13.9841,4.257,2.0631,6.8479,46.597,22.1457,230288,3033.0
2020-08-21,ga,overall,overall,1.9459,25.6635,2.445,9.0815,14.7817,5.5519,3.3843,1.1057,11.4798,3.4435,1.6639,13.779000000000002,13.4373,9.9671,12.0124,6.9297,1.7895,3.3414,5.8423,2.2766,2.7316,64.1477,21.2123,51.6734,49.9377,14.4143,4.3131,6.5473,32.6899,12.9243,4.1067,2.5359,7.6999,47.4556,21.9538,233169,2881.0
2020-08-22,ga,overall,overall,1.6643,27.0774,1.8991,8.2015,14.5341,6.1251,3.3654,0.941,10.8055,4.3056,2.4767,15.1886,12.7128,10.0593,10.0752,6.3292,2.8798,3.1023,5.6761,2.1867,2.5326,64.7049,20.5047,55.6262,46.5094,13.5465,5.5817,6.605,34.7792,13.7541,4.6278,1.9544,6.2914,46.0441,23.5374,235783,2614.0
2020-08-23,ga,overall,overall,1.5762,22.5804,1.9026,5.6483,14.5314,6.4199,3.4589999999999996,1.9772,10.6648,4.4489,1.9099,12.7419,12.1514,8.6512,10.3061,5.0424,1.6848,2.5878,5.888,2.0232,1.4532,68.1305,18.1564,57.6281,46.1835,13.081,4.5066,7.1008,33.8197,14.5645,3.8848,2.5606,6.8168,46.2378,21.4061,237402,1619.0
2020-08-24,ga,overall,overall,1.7214,23.9272,2.2194,8.0039,13.1968,6.2583,3.3429,1.5932,11.0932,5.0042,2.5319,14.932,12.0927,9.3689,11.4616,6.7027,1.9314,3.2351,5.5992,1.8061,1.9465,63.7708,20.8259,50.0433,48.7353,12.1503,5.0649,6.5295,30.734,14.2983,4.4711,3.7919,6.7362,47.0138,19.8458,239612,2210.0
2020-08-25,ga,overall,overall,1.9493,23.511,2.7519,6.9166,14.7563,5.94,4.0424,1.946,11.3542,4.4459,2.2821,15.0664,12.2771,8.8339,10.7191,6.0804,2.9419999999999997,3.3981,6.8166,2.4782,1.9399,64.4521,19.3532,54.9417,46.6894,12.0266,4.2263,5.3923,30.6052,12.65,3.2842,2.5989,6.5958,50.629,20.1644,241865,2253.0
2020-08-26,ga,overall,overall,1.2302,22.4986,1.5759,7.807,16.151,5.3634,3.6079,0.7626,12.5093,4.4882,2.3734,14.0927,12.76,9.6571,10.4506,4.9548,2.1276,2.1682,6.9197,1.7382,2.25,64.8463,21.7302,54.2108,49.3176,11.7977,4.9509,5.3532,33.5718,12.1568,4.4518,2.0647,7.3654,46.7498,20.8667,244494,2629.0
2020-08-27,ga,overall,overall,1.6672,23.1574,2.4874,7.2616,13.6495,6.8589,3.7782,1.4162,10.8743,4.7969,2.4379,13.7622,12.0539,7.5915,11.0927,4.9434,2.2284,3.2948,5.2916,2.6737,2.3467,69.1382,20.8195,52.8575,46.1514,12.5105,4.3607,5.6786,35.556,12.638,3.154,2.0074,5.8263,47.6934,22.4534,247017,2523.0
2020-08-28,ga,overall,overall,1.8133,22.9053,2.0121,7.5576,15.0198,5.336,3.8216,1.5341,11.0096,3.4885,1.6849,12.5173,11.8929,9.1772,11.1693,6.3625,1.7336,3.1121,4.6754,1.2003,1.8484,65.7337,20.1968,51.9529,49.1063,12.1785,5.1382,5.8681,33.9725,12.0157,3.2609,2.0617,6.3956,48.4438,20.2872,249317,2300.0
2020-08-29,ga,overall,overall,1.6566,22.1795,1.7274,8.3736,16.354,7.8611,5.0625,0.7095,12.6609,5.6727,2.6293,16.8034,13.8492,13.1642,11.1349,6.6383,1.9399,3.4767,5.7432,1.9793,3.3307,61.2216,24.4663,55.2684,45.4089,12.642999999999999,4.4013,6.0113,32.7735,14.4923,4.77,2.4024,8.1172,47.9021,23.0885,251676,2359.0
2020-08-30,ga,overall,overall,0.9237,22.2268,0.9877,5.5758,10.2471,4.5053,2.2077,0.4335,7.7586,3.7569999999999997,2.0028,12.092,10.5739,7.7887,10.0536,4.2936,2.2175,2.2509,5.2738,1.6279,3.1531,69.9982,18.4116,56.6204,45.9376,11.6873,3.6228,5.5902,34.7994,11.7373,3.4404,3.0677,6.2643,48.4904,20.1333,252813,1137.0
2020-08-31,ga,overall,overall,1.3204,22.6951,1.9351,7.6553,13.587,5.4008,3.3273,1.1101,10.3678,3.7067,1.8644,13.9492,12.2522,9.1364,10.5662,5.8521,2.2517,4.0492,6.2911,3.0079,1.9564,67.8784,20.3302,56.4652,44.6854,13.1767,4.3418,7.0162,33.2832,13.8958,3.8939,2.3476,6.835,49.5141,22.8587,254238,1425.0
2020-09-01,ga,overall,overall,0.772,20.0291,1.3209,6.9215,12.265,4.7369,3.0735,0.6497,7.4322,4.08,2.2693,10.9988,9.6438,8.7085,9.6562,6.1259,1.97,2.9125,6.5008,1.6015,2.5499,68.0808,18.2682,56.7395,44.3333,13.4801,4.5123,6.9768,32.5008,12.4936,4.6013,2.5466,7.35,46.8272,21.3952,256544,2306.0
2020-09-02,ga,overall,overall,1.7505,22.7631,1.943,9.5878,16.2358,8.297,5.309,1.1291,11.6499,5.9871,4.1324,15.8864,14.2829,8.8356,12.0199,6.766,3.6633,3.2954,5.9647,3.0281,2.8037,62.8845,22.8851,49.8743,47.5283,13.1332,4.3035,7.8069,35.2226,12.6303,6.3996,3.9684,6.6537,48.9298,24.5327,258482,1938.0
2020-09-03,ga,overall,overall,2.5016,21.6608,2.7569999999999997,8.0659,13.804,5.9311,4.1465,2.0158,10.6874,4.1275,2.6666,12.8394,13.1786,7.6367,10.4087,6.0097,1.4264,3.0485,6.0499,2.3216,2.5502,67.1317,18.5722,53.8684,44.1136,11.3856,5.605,5.2676,31.421,11.3322,3.2285,2.4429,4.3497,51.7528,19.0965,261056,2574.0
2020-09-04,ga,overall,overall,1.9606,22.3954,2.0471,7.7078,14.0018,6.3476,3.4502,1.078,9.8413,4.9064,2.6797,13.2008,14.1425,10.3021,10.3522,5.0881,2.8213,3.7432,6.6247,1.7145,2.6763,65.9777,20.219,51.2751,48.7763,10.8833,4.2682,7.4736,30.9025,14.7175,4.939,2.1163,8.4045,50.1242,20.0439,263047,1991.0
2020-09-05,ga,overall,overall,1.7124,19.7199,1.9578,6.6509,13.8887,5.8579,2.7974,1.8584,10.5883,4.1285,2.6389,14.357999999999999,12.0092,9.3554,12.5712,4.8675,0.8645,2.5223,5.2098,2.6408,1.365,66.4231,20.3691,59.4684,43.0507,12.7334,4.0466,5.8438,31.7627,13.819,3.6938,3.1181,6.7757,49.6414,21.7013,265215,2168.0
2020-09-06,ga,overall,overall,1.7091,21.7688,2.1719999999999997,8.8396,14.1889,6.1881,3.9822,1.3092,9.0564,4.4741,2.9993,14.0361,14.2278,10.2814,9.9199,6.0293,1.6764,3.5238,6.2976,1.235,2.4984,63.7578,19.6801,54.1359,42.278999999999996,12.7896,3.9116,5.9933,34.0724,16.9415,4.6971,2.9206,5.7347,46.3796,21.6861,266707,1492.0
2020-09-07,ga,overall,overall,1.7299,20.2938,2.3595,7.425,12.796,4.877,3.4503,1.3572,9.387,2.5495,1.999,12.0756,12.529000000000002,8.7236,8.8283,5.4617,1.3158,3.4289,6.2536,2.0846,2.2383,67.6487,19.4641,52.7882,46.7375,12.6394,4.2557,6.8854,35.7701,13.2596,3.2879,3.1124,6.5973,46.6839,21.3121,267238,531.0
2020-09-08,ga,overall,overall,2.0298,20.1485,2.2612,6.484,13.2238,4.8925,3.5401,1.1775,9.6543,3.4758,2.4384,12.9149,14.5787,9.2825,9.4564,4.7487,1.2039,2.6576,5.3771,1.4192,1.9184,66.7537,20.2809,20.7682,16.6423,4.2651,4.2966,5.558,33.265,14.4744,4.2987,2.0455,6.945,48.0778,24.1583,268684,1446.0
2020-04-17,hi,overall,overall,0.685,11.1168,0.685,4.4707,15.1201,4.0233,3.3554,0.685,11.2438,2.9257,0.9507,14.2009,5.7127,6.1277,12.4104,4.1654,2.8746,0.0,3.9785,0.3676,3.8446,67.4767,20.4447,47.2795,83.2846,8.867,11.1294,6.652,27.2487,17.6556,3.3252,2.6719,5.12,48.2562,18.9839,547,12.0
2020-04-18,hi,overall,overall,1.1118,8.8029,1.1118,11.4122,23.1886,4.6487,1.1413,0.0,13.2586,2.1414,0.9192,9.6006,9.7011,14.2787,13.8146,8.6734,1.8165,1.2224,4.5495,0.6297,4.0137,56.2979,23.4427,41.6876,81.4286,13.064,6.5738,6.6575,30.1555,19.1692,3.5333,1.1869,10.142000000000001,48.1653,25.7455,568,21.0
2020-04-19,hi,overall,overall,0.76,7.2936,1.1881,7.3906,16.6929,1.2758,2.687,1.0841,14.8656,1.2758,0.0,10.3398,7.6091,7.0482,8.9349,5.9645,0.6277,0.8675,4.1306,0.0,2.3983,69.5376,17.113,31.86,80.4147,11.7577,6.0985,3.4431,25.2579,9.5907,1.811,2.665,4.5104,56.4915,14.5294,574,6.0
2020-04-20,hi,overall,overall,2.1137,11.1744,2.412,4.9014,12.0134,3.32,3.5445,0.2983,10.6069,2.5796,0.5966,15.9214,7.2275,6.4799,9.6125,6.399,0.0,2.72,4.5669,1.2208,4.916,65.7841,20.2071,38.191,76.9838,11.0559,4.6364,5.7336,30.1625,17.1864,1.8829,2.542,5.9269,49.7776,21.3694,578,4.0
