date,state_code,gender,age_bucket,pct_hh_cli_weighted,pct_cmnty_cli_weighted,pct_hh_fever_weighted,pct_hh_sore_throat_weighted,pct_hh_cough_weighted,pct_hh_shortness_of_breath_weighted,pct_hh_difficulty_breathing_weighted,pct_self_fever_weighted,pct_self_cough_weighted,pct_self_shortness_of_breath_weighted,pct_self_difficulty_breathing_weighted,pct_self_tiredness_or_exhaustion_weighted,pct_self_nasal_congestion_weighted,pct_self_runny_nose_weighted,pct_self_muscle_joint_aches_weighted,pct_self_sore_throat_weighted,pct_self_persistent_pain_pressure_in_chest_weighted,pct_self_nausea_vomiting_weighted,pct_self_diarrhea_weighted,pct_self_anosmia_ageusia_weighted,pct_self_other_weighted,pct_self_none_of_above_weighted,pct_self_multiple_symptoms_weighted,pct_worked_outside_home_weighted,pct_avoid_contact_all_or_most_time_weighted,pct_diabetes_weighted,pct_cancer_weighted,pct_heart_disease_weighted,pct_high_blood_pressure_weighted,pct_asthma_weighted,pct_chronic_lung_disease_weighted,pct_kidney_disease_weighted,pct_autoimmune_disorder_weighted,pct_no_above_medical_conditions_weighted,pct_multiple_medical_conditions_weighted,cases,daily_case
2020-04-17,ak,overall,overall,0.628,13.7019,0.628,4.7968,12.4514,4.9752,2.0978,0.628,7.48,3.8425,2.0978,11.1677,12.9346,14.2044,7.0108,4.9935,2.7098,2.3474,6.8338,0.628,0.7334,64.5955,14.4096,44.2217,76.1691,9.2839,3.6710000000000003,3.4297,21.9018,15.777000000000001,2.6192,0.8145,7.0081,56.763999999999996,15.2023,307,9.0
2020-04-18,ak,overall,overall,0.0,17.1224,0.0,4.0468,17.1023,2.9509,1.3619,0.0,10.0114,3.5527,1.3619,9.2552,8.6543,15.1563,9.8306,2.8365,3.0973,1.6962,4.9387,0.0,1.3377,63.5248,14.5359,40.5674,82.0044,6.3459,1.9051,6.4604,33.7803,19.2675,1.4961,2.5417,4.8131,39.318000000000005,11.5682,312,5.0
2020-04-19,ak,overall,overall,0.0,11.5773,0.0,6.595,16.4129,9.6173,6.5895,0.0,16.2888,9.2361,5.6567,18.1238,10.0971,9.0856,10.3641,3.6609,4.2871,2.4913,7.7923,0.0,9.0859,60.8087,24.7851,34.5676,79.1691,7.077000000000001,4.5857,7.1246,31.8834,17.6192,7.0559,1.8107,5.5353,46.0464,16.3545,317,5.0
2020-04-20,ak,overall,overall,1.0562,16.4867,2.112,5.4416,10.4745,7.1325,2.2819,1.0562,9.2877,5.3773,2.4779,16.3639,14.4033,7.4082,10.0036,3.9782,3.9704,7.1716,6.6707,1.6904,1.1255,63.8061,24.6926,33.2932,82.2132,7.8345,5.0504,7.4312,29.1596,17.5441,6.1758,1.4354,7.223,44.9073,15.2334,319,2.0
2020-04-21,ak,overall,overall,3.1658,12.1468,5.0526,10.6019,11.5072,8.3987,3.9052,1.8868,8.5485,1.2417,0.0,14.3481,12.3424,13.6047,9.1792,4.0253,0.5497,3.6014,6.9835,0.7171,1.1276,64.4657,17.4629,47.3826,74.0257,8.2634,8.4785,6.3267,29.3964,21.0547,1.5149,2.2544,7.6099,42.4108,20.7492,327,8.0
2020-04-22,ak,overall,overall,2.6975,15.0676,3.0906,9.439,15.1203,6.2505,4.0355,2.1132,6.8225,2.9301,0.4151,18.6914,15.6501,15.8759,11.1766,4.0619,0.5953,1.0059,8.8824,1.3506,3.1212,58.5341,28.08,40.2265,79.6456,9.9968,3.1085,9.3488,24.1907,17.248,7.1541,0.7001,8.1935,53.4958,14.035,333,6.0
2020-04-23,ak,overall,overall,0.5782,14.5433,1.1564,1.4583,14.6653,6.6114,2.3243,0.5782,10.1795,3.5071,0.0,12.5055,15.4125,11.8737,12.5691,1.4428,3.4718,4.0845,7.9517,1.0747,2.4111,61.57899999999999,22.9284,43.9761,69.1998,9.437000000000001,4.9030000000000005,5.7532,35.1991,11.9146,1.8651,0.0,5.6431,45.7915,20.4975,335,2.0
2020-04-24,ak,overall,overall,1.0946,14.9071,1.4009,6.3765,15.7905,8.4904,7.7584,0.3063,11.5209,7.8801,3.8231,18.9672,12.9879,18.1094,18.3708,4.6801,3.8473,2.2837,4.8012,0.2585,5.8622,57.1767,26.3557,48.9199,63.1699,6.5735,5.3691,7.4302,26.2845,14.8306,6.7872,1.9379,8.0241,52.0659,18.6317,337,2.0
2020-04-25,ak,overall,overall,0.9968,18.5192,0.9968,15.1757,27.7418,5.0497,2.3365,0.0,22.0047,5.2444,0.3911,10.9737,10.7679,19.3314,8.1964,5.3037,0.2759,0.2759,14.5063,9.6172,4.7028,52.9784,30.5902,37.8071,70.3432,8.9422,4.6667,2.3018,38.7777,14.1019,1.0731,10.4152,6.7666,43.4342,26.0241,337,0.0
2020-04-26,ak,overall,overall,0.0,14.1661,0.609,6.4913,14.6139,6.7463,4.2069,0.6026,11.2288,4.3227,2.5511,14.318,11.7524,11.5023,10.4877,4.792,1.319,1.0907,6.472,0.0,4.2198,62.1525,22.4064,45.2741,64.9218,11.1018,3.9708,4.6035,26.3336,16.0345,3.8615,2.4822,8.5206,48.7392,17.4096,339,2.0
2020-04-27,ak,overall,overall,1.7468,9.2189,1.7468,6.4375,13.0179,4.8845,2.3166,0.8785,10.1268,5.311,0.8447,9.6441,9.6131,9.3655,7.1543,6.6579,2.2542,0.0,7.9379,0.9916,3.5039999999999996,67.2404,19.2373,41.0093,70.1528,6.9422,4.385,4.3125,26.6239,17.7074,4.3273,1.0694,8.2354,51.4274,20.4316,343,4.0
2020-04-28,ak,overall,overall,0.0,12.2881,0.0,5.7772,15.9794,3.8518,2.7075,0.7692,15.5752,4.1848,2.4496,14.9289,13.8265,14.1485,13.8079,5.4402,2.3518,3.5811,6.2011,2.7194,3.616,63.2395,25.8541,47.7277,65.6127,9.7111,2.97,5.1844,28.5962,21.9175,3.031,5.2613,8.4018,47.9427,20.688000000000002,349,6.0
2020-04-29,ak,overall,overall,0.2502,16.7753,0.2502,5.7396,11.9201,4.4709,3.4538,0.2502,7.7625,2.5543,1.5372,15.6191,11.9477,16.1223,12.2873,4.9442,1.9169,3.1389,8.0972,0.8711,2.9953,62.5089,24.826999999999998,48.4822,67.2889,2.8642,3.125,5.1005,28.4113,17.8412,2.272,1.1982,8.9072,47.7649,14.8786,353,4.0
2020-04-30,ak,overall,overall,0.4719,9.0787,0.4719,5.3963,10.1493,4.1342,1.6319,0.4719,9.0586,3.7536,0.7298,12.1554,10.7854,13.1005,13.7059,4.646,2.4437,2.1425,7.0105,0.9715,2.4529,65.0463,18.8476,48.7948,62.5886,10.2453,3.2377,5.5423,25.4435,14.1919,2.1544,0.8540000000000001,8.0142,54.0068,18.5902,353,0.0
2020-05-01,ak,overall,overall,1.879,14.564,2.3133,7.9778,16.0257,8.4555,3.7728,0.4302,10.3795,5.0148,2.6385,15.1635,15.1917,19.000999999999998,12.0897,3.8229,0.0,2.3354,5.012,0.5874,3.0238,61.7431,23.2447,47.4614,61.9083,5.4844,1.4726,1.7222,26.4261,15.9853,2.197,2.1479,5.2651,57.9701,15.6594,362,9.0
2020-05-02,ak,overall,overall,1.3001,13.3112,1.3001,5.8114,14.2345,5.4022,3.4024,1.3001,9.2974,4.6856,2.3891,16.0648,14.2586,12.2974,14.22,4.1229,2.6614,4.7102,7.2889,2.2624,4.4295,63.623999999999995,23.4165,50.6127,58.4128,12.74,3.5663,10.4015,27.2342,19.8775,4.2539,5.2242,8.1364,48.4972,25.3522,363,1.0
2020-05-03,ak,overall,overall,1.861,13.0576,2.2573,5.8746,18.9224,10.409,4.1343,2.5439,13.8823,9.1701,4.2377,16.8586,18.113,15.4683,21.7983,5.4661,4.2188,10.3455,9.7603,3.5452,4.5031,54.8943,28.712,49.935,55.6171,10.4899,5.0259,3.8724,22.9796,17.5913,3.3089999999999997,0.7924,9.0775,54.1944,18.0343,366,3.0
2020-05-04,ak,overall,overall,0.5609,8.2017,0.8678,5.8506,16.58,7.5455,3.5876,0.8678,15.0601,5.6197,4.5862,15.2595,20.1651,17.9646,14.8329,4.4294,1.9029,2.1466,4.9137,1.9418,3.8929,59.908,28.0357,45.8715,59.0362,13.9531,4.8197,7.7049,31.6569,14.6242,3.5009,0.5037,9.8566,45.3588,17.1252,368,2.0
2020-05-05,ak,overall,overall,0.0,10.9599,0.3833,7.5782,14.48,8.922,2.9234,0.0,9.3553,4.5255,1.5399,11.8428,11.8044,16.6285,14.0407,5.3746,1.4153,1.3179,4.1953,0.0,1.9522,67.1428,20.3243,44.4084,62.2519,7.5032,3.8888,4.2758,33.0397,20.253,4.6151,3.0181,8.3474,42.6108,19.7275,369,1.0
2020-05-06,ak,overall,overall,0.0,13.0161,1.0888,6.523,12.1709,4.1496,3.7665,0.0,8.5955,1.9506,3.0969,15.0624,12.3572,11.5121,13.8657,5.975,2.3741,1.9443,3.8034,1.7689,6.3561,64.6635,20.897,44.1278,60.2382,10.0519,3.4131,6.6459,30.7841,16.192,4.404,2.1131,5.7863,48.5779,20.6583,370,1.0
2020-05-07,ak,overall,overall,3.2689999999999997,18.1316,3.6256,9.1214,12.1116,7.0042,3.8673,1.585,8.5341,4.1711,4.4157,14.254000000000001,13.0142,16.6639,10.0336,7.9483,3.0372,3.9706,5.2205,0.4777,3.2423,64.2404,20.772,40.9201,61.0792,12.9134,4.328,3.9018,27.301,21.0341,5.0036,1.7824,5.8349,54.2471,22.7761,373,3.0
2020-05-09,ak,overall,overall,0.6517,13.9264,1.5252,6.3594,13.763,4.4102,2.6131,1.5252,9.179,3.8844,2.6131,16.1203,17.9473,17.2634,14.1503,5.7658,2.2192,1.5830000000000002,5.6196,1.7187,3.0287,62.6878,23.2783,49.7368,61.291000000000004,13.3085,6.2005,7.2648,33.1525,17.8935,5.8029,1.7705,8.0595,44.6608,26.4332,377,4.0
2020-05-10,ak,overall,overall,0.0,14.838,0.369,9.7678,15.0138,6.5119,6.5905,0.369,15.6657,5.814,4.1644,14.5543,17.9201,18.2425,8.8269,9.2669,2.9387,4.9061,8.0058,0.5809,5.7249,62.7183,23.4092,49.7411,65.91199999999999,12.9342,7.0877,5.35,29.6187,12.6202,1.9544,0.9503,4.9728,52.1307,21.1474,378,1.0
2020-05-11,ak,overall,overall,0.0,9.6443,0.0,8.4608,17.7799,3.6353,3.6317,0.0,16.1449,6.0953,5.9632,14.4348,15.3588,15.2642,15.1551,8.5633,3.2273,3.3311,9.927999999999999,1.0568,2.8428,55.5118,27.9347,52.3593,50.7222,8.8831,3.7702,3.2239,22.191,20.1254,4.0445,1.1796,4.4059,55.3658,16.8532,380,2.0
2020-05-12,ak,overall,overall,0.9433,6.181,1.8028,4.7968,13.2302,8.3382,5.3581,1.3222,8.8106,5.4058,2.8201,12.0139,8.8134,13.6871,12.5503,3.5454,4.2454,2.3558,6.7955,0.9433,4.5044,67.8718,20.1166,54.4597,51.548,14.9124,5.8538,3.9423,26.3057,12.7618,5.462999999999999,2.4732,6.8404,53.6312,16.0236,383,3.0
2020-05-13,ak,overall,overall,1.8982,10.7342,2.8739,5.0063,12.4493,4.0917,1.4943,1.8982,8.9622,1.7862,0.5534,5.9543,15.1336,7.1628,8.4082,4.5077,1.2922,3.6031,1.4585,0.5534,4.0231,68.2857,15.9272,44.0814,52.4302,9.0696,5.3165,5.9515,26.9791,21.8275,6.9429,2.346,8.1785,44.5715,20.8499,383,0.0
2020-05-14,ak,overall,overall,0.0,9.0389,0.5255,6.1119,8.5751,0.8582,0.3579,0.0,6.9828,1.1596,1.0327,20.6047,12.5279,12.8611,12.7397,5.0879,0.245,3.7539999999999996,5.4414,0.0,3.8169,61.3703,26.2463,62.8977,46.6037,10.193999999999999,6.0983,6.9793,27.7465,11.761,5.3964,2.7960000000000003,3.3091,54.0217,18.8645,387,4.0
2020-05-15,ak,overall,overall,0.4536,6.7008,0.4536,2.3102,11.5918,4.836,3.9203,0.3582,9.5593,3.6934,3.1044,9.8019,12.2361,9.4675,9.6032,1.9909999999999999,1.2943,1.6234,6.3839999999999995,0.3065,2.3082,67.9717,20.1307,49.2797,55.9526,9.1776,9.2226,6.0144,31.3456,12.2555,5.5371,2.0349,6.8424,49.8674,22.665,388,1.0
2020-05-16,ak,overall,overall,0.0,10.7829,0.0,1.86,9.1819,3.2088,2.3494,0.0,7.254,2.5496,1.5769,9.6523,12.2158,10.8615,6.4944,1.574,2.0482,2.4575,2.7249,1.7512,1.5189,68.8923,16.6264,58.7913,47.7534,11.3114,4.3847,4.7189,26.9316,15.8042,3.688,1.3122,6.9782,51.9364,20.5484,392,4.0
2020-05-17,ak,overall,overall,0.0,8.0427,0.5528,3.9628,9.618,4.0754,1.1827,0.4307,8.2254,2.5756,0.5929,9.9335,9.9408,14.9179,7.8004,2.4219,0.0,2.4914,3.3757,1.1805,2.7348,67.204,16.0409,50.4576,53.9481,7.6422,6.9474,2.0164,25.5038,10.3537,2.2313,1.709,5.6444,55.3087,12.665,396,4.0
2020-05-18,ak,overall,overall,1.5191,8.6304,1.8807,5.0454,14.8696,2.1353,1.5114,0.9553,8.4345,1.9545,0.9564,14.1345,16.0859,18.7017,14.3038,4.8933,1.2162,2.8578,8.911,1.2741,2.376,62.8477,25.0138,54.1103,52.5778,10.9762,6.6743,5.8744,30.6264,16.6467,2.9303,2.625,9.067,46.8214,22.9163,399,3.0
2020-05-19,ak,overall,overall,0.7869,7.9251,0.7869,6.2721,14.7266,9.2792,3.4002,0.0,9.8204,5.8715,1.0467,12.9685,10.4548,11.6983,12.5457,5.1387,0.0,1.0132,2.9389999999999996,1.0132,2.8094,65.5921,20.0751,60.5722,46.1255,8.7249,3.6938,5.1151,29.1622,16.505,1.0292,1.0542,5.8493,51.9762,18.8548,399,0.0
2020-05-20,ak,overall,overall,0.6291,9.6284,1.0149,3.9102,12.8194,5.268,4.9664,0.6291,10.6468,4.3259,3.074,11.5728,13.5758,11.9976,10.5661,2.6169,1.1899,1.5408,4.324,1.2929,4.0328,65.3133,20.7863,51.4767,53.2943,9.6687,3.5752,5.5161,25.8026,12.8176,2.7839,2.4554,6.0078,55.8524,18.5845,402,3.0
2020-05-21,ak,overall,overall,0.9534,10.5132,0.9534,6.3855,11.533,4.505,2.7227,0.0,8.6916,3.5393,1.8745,15.1418,9.9204,12.1044,11.4531,5.2353,3.5516,3.0043,6.827999999999999,0.2959,2.4296,63.9594,21.1382,53.0123,47.823,9.1867,3.7016,4.8021,20.1359,17.1397,3.2339,0.1764,6.44,56.2329,15.8476,402,0.0
2020-05-22,ak,overall,overall,0.0,10.5945,0.2645,4.2375,8.8365,3.8616,3.698,0.0,6.9339,3.0007,1.9093,11.3627,10.9481,10.8996,7.1604,2.6755,0.2645,1.9254,4.9956,0.2613,1.6622,70.1713,17.8595,53.7553,49.7477,13.7715,2.3495,5.6548,28.1471,20.1242,2.8601,2.2227,5.5524,50.443000000000005,19.7593,404,2.0
2020-05-23,ak,overall,overall,0.3011,3.9797,0.5447,2.9874,9.6981,1.6952,0.6871,0.3011,7.8943,0.9315,0.0,8.593,9.0324,9.4844,8.2805,3.2651,0.3011,2.668,5.4005,0.6054,3.7738,64.40899999999999,15.6607,50.9624,47.8238,8.5348,5.9967,6.2047,23.6383,14.5534,2.7431,3.4803,9.1438,51.1265,18.8645,409,5.0
2020-05-24,ak,overall,overall,0.7751,11.3835,1.2362,7.0494,10.616,5.9062,3.017,0.7751,9.7252,3.8642,3.8577,15.728,14.1625,15.409,11.9565,7.301,2.6418,5.6989,9.0075,2.4756,3.142,61.7616,27.1358,58.3827,45.0872,9.5772,5.4171,9.3384,26.5062,17.7217,5.4463,2.4301,8.7452,50.2008,22.3578,409,0.0
2020-05-25,ak,overall,overall,0.0,9.4405,0.956,4.1932,8.6733,2.6641,0.4883,0.0,6.0107,2.2015,0.4883,10.3836,9.2391,7.4097,10.49,2.5508,0.9533,5.2776,3.6297,0.0,4.7526,70.7305,16.4452,51.5044,47.549,5.9876,4.2769,3.3877,25.9892,16.3118,3.0221,2.2192,8.6593,52.0686,14.0706,412,3.0
2020-05-26,ak,overall,overall,0.5951,9.4477,0.5951,5.2718,11.6988,3.0525,3.4362,0.0,7.6507,3.0925,1.8837,13.0519,13.8192,10.9176,10.8605,2.9010000000000002,1.3347,2.175,5.6421,1.1642,3.0943,63.894,20.3031,54.1612,47.81,12.023,2.7723,2.6764,25.1883,14.3712,4.4917,1.0548,5.705,58.51,19.555,416,4.0
2020-05-27,ak,overall,overall,0.4913,10.9945,2.1826,6.5158,13.072000000000001,4.8935,2.2246,2.4848,9.3329,3.0363,2.2246,12.9681,6.7856,9.2845,8.0054,4.5651,1.6313,2.3066,4.4805,0.4913,2.244,66.827,15.2452,55.2953,42.5556,10.0189,2.9172,4.5225,27.0886,14.7807,4.8603,4.0743,9.4542,48.6706,18.5282,417,1.0
2020-05-28,ak,overall,overall,0.4003,4.854,0.4003,3.8255,11.8698,5.7479,4.3475,0.4003,10.6543,4.3178,1.5686,16.3575,11.144,10.4671,8.5462,3.4484,3.2383,2.5925,5.8833,0.0,2.7532,61.5417,21.8287,56.3169,49.0023,7.3336,5.0012,3.8096,29.3941,11.0117,2.7021,1.6103,7.7736,55.0257,17.4045,430,13.0
2020-05-29,ak,overall,overall,0.8687,5.683,1.1453,3.5492,12.0956,5.2866,2.1667,0.0,12.2156,5.6443,1.7323,14.062000000000001,10.2047,14.3704,9.7211,3.4501,0.7796,2.2634,5.365,0.0,2.0456,66.5963,21.721,53.8062,50.5636,4.2281,1.4997,4.2225,24.3459,18.5479,2.7706,3.1152,3.1046,56.9194,15.3751,436,6.0
2020-05-30,ak,overall,overall,1.0449,7.9767,1.5685,6.7089,9.2322,4.5638,2.9985,0.5235,7.8096,4.5695,2.1315,14.1967,15.694,15.7038,10.6203,6.9576,2.3123,2.3215,5.5287,0.0,2.8809,65.3736,22.0362,57.1663,44.8225,5.9658,5.0491,5.2226,24.875999999999998,13.4488,3.4189,1.9021,8.8133,53.8774,18.2384,441,5.0
2020-05-31,ak,overall,overall,0.3533,10.094,0.3533,9.7603,18.4842,6.3704,3.6883,0.0,12.9792,2.5315,2.2597,12.1956,14.7467,10.7461,14.2833,7.8191,1.1545,2.2893,8.63,1.9697,4.1821,61.9095,24.2363,52.08,43.7353,12.5634,3.5489,10.9416,34.3051,18.7474,0.2635,4.6389,5.6709,45.6438,22.1524,469,28.0
2020-06-01,ak,overall,overall,1.1173,8.1821,1.4505,5.1335,10.8303,3.4636,3.1672,0.5655,9.6271,3.4313,1.0569,8.6854,10.5193,10.6473,9.5531,3.8312,1.6534,2.8167,4.2845,0.0,1.28,68.3475,18.1226,50.1499,47.7852,9.0782,3.5075,3.6135,29.5396,18.899,1.3436,1.2287,5.6365,45.0283,15.5294,476,7.0
2020-06-02,ak,overall,overall,0.4358,7.1072,0.9916,4.9069,11.0006,2.1198,1.8543,0.5558,11.4011,1.5223,0.7747,13.190999999999999,11.0833,12.7763,9.7109,4.3965,0.807,3.4125,6.742999999999999,1.3136,5.099,63.9897,21.4256,53.4726,43.7371,6.2527,2.8844,5.459,21.8431,13.2466,3.9301,2.717,5.7841,58.7599,15.9634,497,21.0
2020-06-03,ak,overall,overall,0.0,7.2648,1.6589,4.5744,10.700999999999999,5.2472,5.0013,1.3922,8.8022,4.4188,4.2347,13.1755,9.5908,9.3393,14.3234,3.3695,1.1817,5.0085,5.2381,0.2684,4.4829,63.0053,23.5072,51.9167,46.9543,11.1327,5.0605,4.8345,28.555999999999997,19.3927,1.7458,1.5195,8.6898,46.733999999999995,19.2603,516,19.0
2020-06-04,ak,overall,overall,0.2761,6.3178,0.2761,9.2918,12.7859,5.6567,4.336,0.0,10.5777,3.4004,2.0980000000000003,12.6618,11.5991,11.5833,8.5112,6.7967,3.8286,2.6236,7.9869,0.3509,2.4793,65.6038,20.1011,56.6192,46.4105,8.0195,5.1611,2.4401,23.9574,16.0712,2.989,2.1398,8.3319,50.7279,14.5737,542,26.0
2020-06-05,ak,overall,overall,1.6883,8.8207,1.6883,8.5151,11.6696,2.9213,1.3851,1.301,8.7159,3.2605,1.3107,13.5985,12.0961,7.9075,13.4395,7.9439,1.3514,3.6204,5.9137,1.6235,2.3195,63.4456,19.6068,48.9639,50.7157,12.9114,3.5785,4.1615,24.1133,16.2625,2.5492,0.3873,5.4497,53.3641,18.322,565,23.0
2020-06-06,ak,overall,overall,0.5289,10.8953,0.5289,11.1824,12.8464,12.062999999999999,4.1481,0.0,9.6278,5.6716,4.4323,21.2018,10.591,19.0732,16.5901,8.6431,0.9554,1.0713,10.0496,0.0,6.1502,61.0694,30.4426,58.0787,47.4935,12.4924,4.2512,5.1575,31.4491,19.6581,2.8848,1.2289,7.0251,48.1934,19.8012,579,14.0
2020-06-07,ak,overall,overall,0.2192,13.0592,0.7972,4.9507,13.4377,6.3732,4.5132,0.0,8.6888,3.3336,3.0615,16.9207,11.0653,8.4921,10.22,2.7876,1.1857,1.4462,5.0281,1.8856,0.5287,62.9867,19.0163,58.2667,42.3875,14.373,3.2958,5.1803,25.5037,13.642000000000001,2.351,0.8961,8.043,55.2458,22.2284,588,9.0
2020-06-08,ak,overall,overall,1.4291,10.561,1.4291,4.0377,15.0291,6.5734,5.0628,2.4385,11.0878,5.4145,3.2533,17.29,15.6768,14.5118,16.6126,1.9826,2.4385,2.5984,5.9334,1.4164,0.9841,56.8539,23.6616,50.2891,45.9041,9.7935,7.5617,5.6614,22.1279,16.7374,5.9167,2.8729,8.1182,53.2124,19.6067,607,19.0
2020-06-09,ak,overall,overall,0.7986,10.248,0.7986,4.998,12.527000000000001,6.9156,4.0051,0.7986,8.741,5.4862,4.7626,17.5354,17.5133,12.2155,19.1223,6.2058,2.9048,5.9321,7.4576,1.7226,3.0789999999999997,54.0092,27.3342,52.4268,42.7491,10.9878,6.4081,9.4066,34.9217,14.7055,4.8151,3.7534,10.7398,45.0012,25.6121,620,13.0
2020-06-10,ak,overall,overall,0.0,6.3795,0.0,3.647,8.742,2.591,1.6174,0.0,6.8974,2.591,1.6174,10.3856,7.0087,8.6633,8.5804,3.8999,1.2134,2.2668,3.5627,0.0,1.45,75.3352,13.988,49.3092,33.7594,9.7613,7.8373,2.9247,21.4091,13.100999999999999,3.3183,1.7833,6.0904,57.1363,18.5652,642,22.0
2020-06-11,ak,overall,overall,0.7573,15.7586,0.7573,8.6269,7.8733,3.8423,0.5781,0.503,6.085,2.2341,0.3234,21.333000000000002,7.8303,10.5891,18.8007,8.7149,1.2755,2.0759,10.0347,0.9595,5.1701,61.7066,29.4655,57.7994,42.4003,11.6764,4.0186,2.1798,20.9025,12.2866,2.8494,1.4909999999999999,2.0496,56.7418,11.2654,666,24.0
2020-06-12,ak,overall,overall,1.5612,11.7468,1.85,2.6633,8.3553,4.9452,2.4357,1.6502,8.7632,4.7474,1.8116,15.7983,11.447000000000001,9.9591,11.9122,1.7811,1.6194,1.9712,4.6926,0.5982,3.3214,67.9297,21.5066,55.1168,37.8665,8.2131,5.2465,3.0026,27.2771,19.8297,1.8637,0.3071,8.5132,43.5018,17.2873,688,22.0
2020-06-13,ak,overall,overall,1.1968,13.2907,1.5641,5.9306,12.1611,5.9202,4.2237,0.5689,8.7283,8.0362,3.6049,19.8439,13.5349,14.0977,14.6296,5.8061,2.9683,1.2411,5.4819,2.81,1.1417,63.6257,22.7206,48.1899,37.3305,8.8111,4.0954,4.1046,29.1455,17.9978,2.2348,1.517,7.9537,52.8846,18.3205,722,34.0
2020-06-14,ak,overall,overall,0.0,11.4391,0.0,3.9675,7.5195,3.1021,0.0,0.2724,9.4386,2.085,1.1124,11.6713,11.6116,13.3311,9.5071,4.0296,0.2799,1.4503,3.0577,0.3578,1.4761,64.0253,19.6095,49.7619,41.0618,6.6391,6.3727,5.792000000000001,23.1629,14.8656,1.0509,2.5783,8.541,55.8634,15.2246,734,12.0
2020-06-15,ak,overall,overall,0.733,10.9445,0.733,8.5783,16.2354,7.9882,4.4524,0.0,9.6989,4.9966,3.7065,17.5305,12.7429,11.6462,12.255999999999998,7.7676,2.0743,3.5843,7.7229,0.0,3.1499,65.2536,22.4467,52.0574,43.3452,9.7203,5.4456,5.8125,28.59,13.8713,2.6896,0.6434,6.1135,50.0173,16.2104,738,4.0
2020-06-16,ak,overall,overall,1.2388,14.6945,1.2388,3.3454,9.4534,3.2506,1.5515,1.4364,5.2544,3.0015,1.5656,12.9914,12.597999999999999,9.386000000000001,12.3687,2.8419,1.2388,1.8219999999999998,6.8836,1.0989,2.1753,65.0302,14.6353,55.2569,48.4476,11.8303,4.0331,6.0047,36.3207,12.0773,6.5828,3.6310000000000002,8.833,44.9842,20.4746,751,13.0
2020-06-17,ak,overall,overall,0.3448,12.9307,0.3448,8.033,12.2051,4.306,3.292,0.8261,8.7975,3.0938,3.2139,21.4321,12.07,11.0376,14.8861,6.4676,3.5386,1.1177,2.0580000000000003,2.3999,3.0797,63.5621,22.1561,52.0956,39.9797,6.3587,2.2572,4.2616,20.7092,19.9935,1.879,1.8058,13.2254,48.2847,15.3907,776,25.0
2020-06-18,ak,overall,overall,0.0,16.2214,0.0,2.1375,8.0697,3.1962,3.4392,0.0,4.0225,1.2509,1.2509,15.4268,10.4771,11.6569,9.927,2.0198,0.0,1.7133,3.2154,1.5192,4.8068,66.0041,16.5689,50.6741,45.4706,9.3431,2.7702,6.5674,26.6474,15.4177,3.6819,3.3062,8.1422,51.7248,19.4001,795,19.0
2020-06-19,ak,overall,overall,1.2361,15.579,1.2361,5.4051,11.3003,3.1094,3.1854,1.2361,8.981,2.5299,2.2917,15.384,15.3688,10.5049,13.1969,4.3265,1.8464,5.0692,7.3805,0.7893,6.3178,65.425,26.7118,53.5664,40.4713,9.2386,5.2994,4.2698,29.5465,12.2992,2.8045,1.6453,10.5518,50.5589,14.6741,821,26.0
2020-06-20,ak,overall,overall,0.4683,14.2759,0.9581,6.1232,11.2317,4.0859,3.5745,0.4898,8.5083,3.5614,3.1062,11.6237,14.2693,9.3826,11.7739,2.4398,1.7280000000000002,2.1086,3.6185,0.4683,3.3279,59.1309,20.8213,55.2326,45.1203,15.2079,7.041,6.6477,28.0023,16.7136,2.0859,1.5414,10.1952,48.5037,24.679000000000002,845,24.0
2020-06-21,ak,overall,overall,1.7671,11.8981,2.4357,4.9176,7.9275,2.9182,2.3328,1.7671,7.2305,2.1338,1.4072,8.9666,12.2321,7.3313,10.0807,4.669,0.0,4.9105,2.5992,0.0,6.597,63.8876,19.9441,55.3679,36.826,9.7752,7.0469,7.7216,24.25,11.345,2.1533,3.2063,7.3808,57.0928,16.9245,859,14.0
2020-06-22,ak,overall,overall,4.6677,18.8462,4.6677,6.5004,7.5581,8.7436,5.3398,4.6677,6.502000000000001,7.6793,3.9595,21.9434,7.9275,13.3999,9.2435,7.2086,4.2698,6.3172,9.8564,0.7082,2.1605,63.2273,22.1772,51.5332,45.7598,6.6671,4.4598,5.5855,27.0035,13.0165,1.4,1.2775,5.3348,56.0091,14.9885,869,10.0
2020-06-23,ak,overall,overall,0.0,13.619000000000002,0.0,6.566,13.5632,4.4621,2.4202,0.2762,8.6574,3.4064,0.5745,16.6558,8.2719,12.6418,10.286,6.5081,0.8640000000000001,1.7376,3.7888,0.5878,2.4264,62.7817,18.4864,52.0366,42.223,5.3917,4.6234,3.7588,27.5537,12.3142,1.6555,0.7317,8.1487,54.1221,13.8416,905,36.0
2020-06-24,ak,overall,overall,0.0,11.912,2.7861,6.6752,9.9244,5.0303,4.5263,0.0,6.3248,6.3420000000000005,3.1655,24.729,16.4839,12.6983,12.8909,5.6457,2.6715,4.4437,13.1283,0.4594,1.6644,52.5172,26.9673,56.8375,42.8976,6.4469,6.1561,7.1129,27.0451,16.4151,5.6383,1.2251,7.0631,54.0376,24.2877,926,21.0
