date,state,cases
07-08-2020,fl,518067
08-08-2020,fl,526569
09-08-2020,fl,532798
10-08-2020,fl,536953
11-08-2020,fl,542784
12-08-2020,fl,550893
13-08-2020,fl,557129
14-08-2020,fl,563277
15-08-2020,fl,569629
16-08-2020,fl,573408
17-08-2020,fl,576086
18-08-2020,fl,579924
19-08-2020,fl,584039
20-08-2020,fl,588594
21-08-2020,fl,593278
22-08-2020,fl,597589
23-08-2020,fl,600563
24-08-2020,fl,602821
25-08-2020,fl,605494
26-08-2020,fl,608714
27-08-2020,fl,611983
28-08-2020,fl,615798
29-08-2020,fl,618995
30-08-2020,fl,621578
31-08-2020,fl,623463
01-09-2020,fl,631032
02-09-2020,fl,633434
03-09-2020,fl,637005
04-09-2020,fl,640203
05-09-2020,fl,643859
06-09-2020,fl,646423
07-09-2020,fl,648261
08-09-2020,fl,650084
09-09-2020,fl,652140
10-09-2020,fl,654723
11-09-2020,fl,658373
12-09-2020,fl,661563
13-09-2020,fl,663986
14-09-2020,fl,665722
15-09-2020,fl,668838
16-09-2020,fl,671193
17-09-2020,fl,674448
18-09-2020,fl,677652
19-09-2020,fl,681225
20-09-2020,fl,683746
21-09-2020,fl,685431
22-09-2020,fl,687901
23-09-2020,fl,690491
24-09-2020,fl,693032
25-09-2020,fl,695879
26-09-2020,fl,698674
27-09-2020,fl,700556
28-09-2020,fl,701294
29-09-2020,fl,704560
30-09-2020,fl,706508
01-10-2020,fl,709136
02-10-2020,fl,711796
03-10-2020,fl,714583
04-10-2020,fl,716451
05-10-2020,fl,717866
06-10-2020,fl,720117
07-10-2020,fl,722699
08-10-2020,fl,726005
09-10-2020,fl,728913
10-10-2020,fl,728913
11-10-2020,fl,734483
12-10-2020,fl,736016
13-10-2020,fl,738741
14-10-2020,fl,741624
15-10-2020,fl,744980
16-10-2020,fl,748429
17-10-2020,fl,752473
18-10-2020,fl,755012
19-10-2020,fl,756719
20-10-2020,fl,760381
21-10-2020,fl,762525
22-10-2020,fl,768083
23-10-2020,fl,771772
24-10-2020,fl,776243
25-10-2020,fl,778628
26-10-2020,fl,782005
27-10-2020,fl,786303
28-10-2020,fl,790418
29-10-2020,fl,794616
30-10-2020,fl,800208
31-10-2020,fl,802539
01-11-2020,fl,807404
02-11-2020,fl,812055
03-11-2020,fl,816692
04-11-2020,fl,821115
05-11-2020,fl,827372
06-11-2020,fl,832617
07-11-2020,fl,837069
02-03-2020,ga,2
03-03-2020,ga,2
04-03-2020,ga,2
05-03-2020,ga,2
06-03-2020,ga,3
07-03-2020,ga,7
08-03-2020,ga,11
09-03-2020,ga,17
10-03-2020,ga,22
11-03-2020,ga,31
12-03-2020,ga,31
13-03-2020,ga,41
14-03-2020,ga,65
15-03-2020,ga,97
16-03-2020,ga,118
17-03-2020,ga,142
18-03-2020,ga,193
19-03-2020,ga,282
20-03-2020,ga,482
21-03-2020,ga,552
22-03-2020,ga,620
23-03-2020,ga,800
24-03-2020,ga,1095
25-03-2020,ga,1385
26-03-2020,ga,1641
27-03-2020,ga,2198
28-03-2020,ga,2447
29-03-2020,ga,2683
30-03-2020,ga,3032
31-03-2020,ga,4116
01-04-2020,ga,4747
02-04-2020,ga,5444
03-04-2020,ga,5967
04-04-2020,ga,6383
05-04-2020,ga,6742
06-04-2020,ga,7558
07-04-2020,ga,9156
08-04-2020,ga,10204
09-04-2020,ga,10885
10-04-2020,ga,11859
11-04-2020,ga,12261
12-04-2020,ga,12103
13-04-2020,ga,13125
14-04-2020,ga,13913
15-04-2020,ga,14583
16-04-2020,ga,15644
17-04-2020,ga,16658
18-04-2020,ga,17014
19-04-2020,ga,17619
20-04-2020,ga,18447
21-04-2020,ga,19189
22-04-2020,ga,20099
23-04-2020,ga,20905
24-04-2020,ga,21575
25-04-2020,ga,22225
26-04-2020,ga,22459
27-04-2020,ga,23229
28-04-2020,ga,23607
29-04-2020,ga,24300
30-04-2020,ga,25431
01-05-2020,ga,26436
02-05-2020,ga,27268
03-05-2020,ga,27618
04-05-2020,ga,28350
05-05-2020,ga,28876
06-05-2020,ga,29724
07-05-2020,ga,30524
08-05-2020,ga,31089
09-05-2020,ga,31481
10-05-2020,ga,32267
11-05-2020,ga,32448
12-05-2020,ga,33311
13-05-2020,ga,33866
14-05-2020,ga,34422
15-05-2020,ga,35242
16-05-2020,ga,35655
17-05-2020,ga,35954
18-05-2020,ga,36634
19-05-2020,ga,37214
20-05-2020,ga,38162
21-05-2020,ga,38969
22-05-2020,ga,39734
23-05-2020,ga,40408
24-05-2020,ga,40989
25-05-2020,ga,41414
26-05-2020,ga,42066
27-05-2020,ga,42713
28-05-2020,ga,43363
29-05-2020,ga,43888
30-05-2020,ga,44336
31-05-2020,ga,45051
01-06-2020,ga,45757
02-06-2020,ga,46063
03-06-2020,ga,46711
04-06-2020,ga,47528
05-06-2020,ga,48280
06-06-2020,ga,48943
07-06-2020,ga,49371
08-06-2020,ga,49995
09-06-2020,ga,50769
10-06-2020,ga,51465
11-06-2020,ga,52332
12-06-2020,ga,53201
13-06-2020,ga,54178
14-06-2020,ga,54874
15-06-2020,ga,55505
16-06-2020,ga,56302
17-06-2020,ga,57217
18-06-2020,ga,58040
19-06-2020,ga,59117
20-06-2020,ga,60669
21-06-2020,ga,61493
22-06-2020,ga,62705
23-06-2020,ga,64577
24-06-2020,ga,66290
25-06-2020,ga,67796
26-06-2020,ga,69542
27-06-2020,ga,71066
28-06-2020,ga,72800
29-06-2020,ga,74816
30-06-2020,ga,77280
01-07-2020,ga,79589
02-07-2020,ga,82475
03-07-2020,ga,85079
04-07-2020,ga,87592
05-07-2020,ga,89489
06-07-2020,ga,91015
07-07-2020,ga,93707
08-07-2020,ga,96538
09-07-2020,ga,98693
10-07-2020,ga,103597
11-07-2020,ga,106574
12-07-2020,ga,108389
13-07-2020,ga,111937
14-07-2020,ga,114579
15-07-2020,ga,118147
16-07-2020,ga,120848
17-07-2020,ga,124267
18-07-2020,ga,128341
19-07-2020,ga,130794
20-07-2020,ga,132788
21-07-2020,ga,135865
22-07-2020,ga,139120
23-07-2020,ga,143857
24-07-2020,ga,147732
25-07-2020,ga,151262
26-07-2020,ga,153476
27-07-2020,ga,155907
28-07-2020,ga,160038
29-07-2020,ga,163547
30-07-2020,ga,167545
31-07-2020,ga,171342
01-08-2020,ga,174834
02-08-2020,ga,177556
03-08-2020,ga,179510
04-08-2020,ga,182462
05-08-2020,ga,186395
06-08-2020,ga,189300
07-08-2020,ga,193276
08-08-2020,ga,197308
09-08-2020,ga,200147
10-08-2020,ga,202276
11-08-2020,ga,205920
12-08-2020,ga,209683
13-08-2020,ga,212009
14-08-2020,ga,215328
15-08-2020,ga,218344
16-08-2020,ga,220165
17-08-2020,ga,221841
18-08-2020,ga,224681
19-08-2020,ga,227255
20-08-2020,ga,230288
21-08-2020,ga,233169
22-08-2020,ga,235783
23-08-2020,ga,237402
24-08-2020,ga,239612
25-08-2020,ga,241865
26-08-2020,ga,244494
27-08-2020,ga,247017
28-08-2020,ga,249317
29-08-2020,ga,251676
30-08-2020,ga,252813
31-08-2020,ga,254238
01-09-2020,ga,256544
02-09-2020,ga,258482
03-09-2020,ga,261056
04-09-2020,ga,263047
05-09-2020,ga,265215
06-09-2020,ga,266707
07-09-2020,ga,267238
08-09-2020,ga,268684
09-09-2020,ga,270624
10-09-2020,ga,272588
11-09-2020,ga,274242
12-09-2020,ga,276319
13-09-2020,ga,277715
14-09-2020,ga,278699
15-09-2020,ga,280356
16-09-2020,ga,282363
17-09-2020,ga,284219
18-09-2020,ga,286170
19-09-2020,ga,288059
20-09-2020,ga,289096
21-09-2020,ga,289975
22-09-2020,ga,290930
23-09-2020,ga,292797
24-09-2020,ga,294334
25-09-2020,ga,296089
26-09-2020,ga,297553
27-09-2020,ga,298321
28-09-2020,ga,298963
29-09-2020,ga,300019
30-09-2020,ga,301485
01-10-2020,ga,303010
02-10-2020,ga,304406
03-10-2020,ga,305941
04-10-2020,ga,306778
05-10-2020,ga,328127
06-10-2020,ga,329101
07-10-2020,ga,330769
08-10-2020,ga,332142
09-10-2020,ga,333934
10-10-2020,ga,335351
11-10-2020,ga,336586
12-10-2020,ga,339577
13-10-2020,ga,340758
14-10-2020,ga,342302
15-10-2020,ga,344093
16-10-2020,ga,345879
17-10-2020,ga,347468
18-10-2020,ga,348773
19-10-2020,ga,350654
20-10-2020,ga,351990
21-10-2020,ga,353449
22-10-2020,ga,355156
23-10-2020,ga,357319
24-10-2020,ga,359001
25-10-2020,ga,360344
26-10-2020,ga,364275
27-10-2020,ga,365498
28-10-2020,ga,367126
29-10-2020,ga,368840
30-10-2020,ga,370157
31-10-2020,ga,372631
01-11-2020,ga,373700
02-11-2020,ga,377261
03-11-2020,ga,378894
04-11-2020,ga,382113
05-11-2020,ga,384531
06-11-2020,ga,387202
07-11-2020,ga,389257
15-03-2020,Guam,3
16-03-2020,Guam,3
17-03-2020,Guam,3
18-03-2020,Guam,8
19-03-2020,Guam,12
20-03-2020,Guam,14
21-03-2020,Guam,15
22-03-2020,Guam,27
23-03-2020,Guam,29
24-03-2020,Guam,32
25-03-2020,Guam,32
26-03-2020,Guam,49
27-03-2020,Guam,53
28-03-2020,Guam,57
29-03-2020,Guam,58
30-03-2020,Guam,60
31-03-2020,Guam,139
01-04-2020,Guam,147
02-04-2020,Guam,152
03-04-2020,Guam,154
04-04-2020,Guam,223
05-04-2020,Guam,265
06-04-2020,Guam,266
07-04-2020,Guam,274
08-04-2020,Guam,409
09-04-2020,Guam,542
10-04-2020,Guam,577
11-04-2020,Guam,681
12-04-2020,Guam,716
13-04-2020,Guam,719
14-04-2020,Guam,721
15-04-2020,Guam,750
16-04-2020,Guam,790
17-04-2020,Guam,796
18-04-2020,Guam,805
19-04-2020,Guam,808
20-04-2020,Guam,811
21-04-2020,Guam,852
22-04-2020,Guam,911
23-04-2020,Guam,979
24-04-2020,Guam,997
25-04-2020,Guam,997
26-04-2020,Guam,997
27-04-2020,Guam,1113
28-04-2020,Guam,1114
29-04-2020,Guam,1114
30-04-2020,Guam,1115
01-05-2020,Guam,1115
02-05-2020,Guam,1117
03-05-2020,Guam,1118
04-05-2020,Guam,1118
05-05-2020,Guam,1118
06-05-2020,Guam,1118
07-05-2020,Guam,1118
08-05-2020,Guam,1120
09-05-2020,Guam,1120
10-05-2020,Guam,1120
11-05-2020,Guam,1120
12-05-2020,Guam,1121
13-05-2020,Guam,1121
14-05-2020,Guam,1121
15-05-2020,Guam,1123
16-05-2020,Guam,1123
17-05-2020,Guam,1123
18-05-2020,Guam,1123
19-05-2020,Guam,1123
20-05-2020,Guam,1134
21-05-2020,Guam,1134
22-05-2020,Guam,1134
23-05-2020,Guam,1134
24-05-2020,Guam,1135
25-05-2020,Guam,1135
26-05-2020,Guam,1139
27-05-2020,Guam,1140
28-05-2020,Guam,1141
29-05-2020,Guam,1141
30-05-2020,Guam,1141
31-05-2020,Guam,1144
01-06-2020,Guam,1144
02-06-2020,Guam,1146
03-06-2020,Guam,1146
04-06-2020,Guam,1148
05-06-2020,Guam,1148
06-06-2020,Guam,1148
07-06-2020,Guam,1148
08-06-2020,Guam,1149
09-06-2020,Guam,1149
10-06-2020,Guam,1149
11-06-2020,Guam,1152
12-06-2020,Guam,1153
13-06-2020,Guam,1154
14-06-2020,Guam,1154
15-06-2020,Guam,1155
16-06-2020,Guam,1155
17-06-2020,Guam,1157
18-06-2020,Guam,1162
19-06-2020,Guam,1169
20-06-2020,Guam,1191
21-06-2020,Guam,1191
22-06-2020,Guam,1191
23-06-2020,Guam,1194
24-06-2020,Guam,1200
25-06-2020,Guam,1214
26-06-2020,Guam,1217
27-06-2020,Guam,1217
28-06-2020,Guam,1217
29-06-2020,Guam,1224
30-06-2020,Guam,1228
01-07-2020,Guam,1240
02-07-2020,Guam,1249
03-07-2020,Guam,1255
04-07-2020,Guam,1257
05-07-2020,Guam,1257
06-07-2020,Guam,1270
07-07-2020,Guam,1272
08-07-2020,Guam,1276
09-07-2020,Guam,1278
10-07-2020,Guam,1279
11-07-2020,Guam,1281
12-07-2020,Guam,1281
13-07-2020,Guam,1281
14-07-2020,Guam,1281
15-07-2020,Guam,1282
16-07-2020,Guam,1283
17-07-2020,Guam,1283
18-07-2020,Guam,1284
19-07-2020,Guam,1284
20-07-2020,Guam,1288
21-07-2020,Guam,1296
22-07-2020,Guam,1299
23-07-2020,Guam,1301
24-07-2020,Guam,1306
25-07-2020,Guam,1306
26-07-2020,Guam,1306
27-07-2020,Guam,1315
28-07-2020,Guam,1318
29-07-2020,Guam,1320
30-07-2020,Guam,1323
31-07-2020,Guam,1325
01-08-2020,Guam,1328
02-08-2020,Guam,1328
03-08-2020,Guam,1337
04-08-2020,Guam,1344
05-08-2020,Guam,1358
06-08-2020,Guam,1366
07-08-2020,Guam,1380
08-08-2020,Guam,1381
09-08-2020,Guam,1381
10-08-2020,Guam,1387
11-08-2020,Guam,1403
12-08-2020,Guam,1418
13-08-2020,Guam,1446
14-08-2020,Guam,1471
15-08-2020,Guam,1471
16-08-2020,Guam,1471
17-08-2020,Guam,1527
18-08-2020,Guam,1546
19-08-2020,Guam,1568
20-08-2020,Guam,1673
21-08-2020,Guam,1736
22-08-2020,Guam,1736
23-08-2020,Guam,1736
24-08-2020,Guam,1876
25-08-2020,Guam,1953
26-08-2020,Guam,2089
27-08-2020,Guam,2201
28-08-2020,Guam,2256
29-08-2020,Guam,2256
30-08-2020,Guam,2256
31-08-2020,Guam,2364
01-09-2020,Guam,2416
02-09-2020,Guam,2463
03-09-2020,Guam,2529
04-09-2020,Guam,2588
05-09-2020,Guam,2640
06-09-2020,Guam,2588
07-09-2020,Guam,2588
08-09-2020,Guam,2682
09-09-2020,Guam,2727
10-09-2020,Guam,2815
11-09-2020,Guam,2832
12-09-2020,Guam,2832
13-09-2020,Guam,2832
14-09-2020,Guam,2896
15-09-2020,Guam,2935
16-09-2020,Guam,2982
17-09-2020,Guam,3014
18-09-2020,Guam,3043
19-09-2020,Guam,3043
20-09-2020,Guam,3043
21-09-2020,Guam,3116
22-09-2020,Guam,3159
23-09-2020,Guam,3204
24-09-2020,Guam,3232
25-09-2020,Guam,3255
26-09-2020,Guam,3255
27-09-2020,Guam,3255
28-09-2020,Guam,3255
29-09-2020,Guam,3412
30-09-2020,Guam,3457
01-10-2020,Guam,3519
02-10-2020,Guam,3586
03-10-2020,Guam,3668
04-10-2020,Guam,3586
05-10-2020,Guam,3722
06-10-2020,Guam,3787
07-10-2020,Guam,3837
08-10-2020,Guam,3903
09-10-2020,Guam,3958
10-10-2020,Guam,4025
11-10-2020,Guam,4047
12-10-2020,Guam,4139
13-10-2020,Guam,4235
14-10-2020,Guam,4310
15-10-2020,Guam,4396
16-10-2020,Guam,4507
17-10-2020,Guam,4507
18-10-2020,Guam,4507
19-10-2020,Guam,4725
20-10-2020,Guam,4855
21-10-2020,Guam,4937
22-10-2020,Guam,5025
23-10-2020,Guam,5110
24-10-2020,Guam,5144
25-10-2020,Guam,5185
26-10-2020,Guam,5305
27-10-2020,Guam,5387
28-10-2020,Guam,5435
29-10-2020,Guam,5518
30-10-2020,Guam,5597
31-10-2020,Guam,5650
01-11-2020,Guam,5659
02-11-2020,Guam,5662
03-11-2020,Guam,5781
04-11-2020,Guam,5872
05-11-2020,Guam,5973
06-11-2020,Guam,6046
07-11-2020,Guam,6046
06-03-2020,hi,1
07-03-2020,hi,1
08-03-2020,hi,2
09-03-2020,hi,2
10-03-2020,hi,2
11-03-2020,hi,2
12-03-2020,hi,2
13-03-2020,hi,2
14-03-2020,hi,4
15-03-2020,hi,7
16-03-2020,hi,10
17-03-2020,hi,14
18-03-2020,hi,16
19-03-2020,hi,26
20-03-2020,hi,37
21-03-2020,hi,48
22-03-2020,hi,56
23-03-2020,hi,77
24-03-2020,hi,90
25-03-2020,hi,95
26-03-2020,hi,106
27-03-2020,hi,120
28-03-2020,hi,151
29-03-2020,hi,175
30-03-2020,hi,204
31-03-2020,hi,224
01-04-2020,hi,258
02-04-2020,hi,283
03-04-2020,hi,317
04-04-2020,hi,349
05-04-2020,hi,369
06-04-2020,hi,385
07-04-2020,hi,408
08-04-2020,hi,433
09-04-2020,hi,440
10-04-2020,hi,463
11-04-2020,hi,484
12-04-2020,hi,497
13-04-2020,hi,502
14-04-2020,hi,511
15-04-2020,hi,524
16-04-2020,hi,535
17-04-2020,hi,547
18-04-2020,hi,568
19-04-2020,hi,574
20-04-2020,hi,578
21-04-2020,hi,580
22-04-2020,hi,586
23-04-2020,hi,590
24-04-2020,hi,595
25-04-2020,hi,597
26-04-2020,hi,599
27-04-2020,hi,600
28-04-2020,hi,602
29-04-2020,hi,605
30-04-2020,hi,609
01-05-2020,hi,610
02-05-2020,hi,611
03-05-2020,hi,611
04-05-2020,hi,612
05-05-2020,hi,615
06-05-2020,hi,616
07-05-2020,hi,619
08-05-2020,hi,619
09-05-2020,hi,620
10-05-2020,hi,621
11-05-2020,hi,623
12-05-2020,hi,624
13-05-2020,hi,627
14-05-2020,hi,627
15-05-2020,hi,628
16-05-2020,hi,629
17-05-2020,hi,630
18-05-2020,hi,630
19-05-2020,hi,631
20-05-2020,hi,633
21-05-2020,hi,637
22-05-2020,hi,632
23-05-2020,hi,633
24-05-2020,hi,633
25-05-2020,hi,633
26-05-2020,hi,633
27-05-2020,hi,634
28-05-2020,hi,637
29-05-2020,hi,639
30-05-2020,hi,641
31-05-2020,hi,642
01-06-2020,hi,642
02-06-2020,hi,643
03-06-2020,hi,643
04-06-2020,hi,644
05-06-2020,hi,653
06-06-2020,hi,661
07-06-2020,hi,663
08-06-2020,hi,664
09-06-2020,hi,670
10-06-2020,hi,673
11-06-2020,hi,680
12-06-2020,hi,694
13-06-2020,hi,711
14-06-2020,hi,716
15-06-2020,hi,724
16-06-2020,hi,728
17-06-2020,hi,732
18-06-2020,hi,750
19-06-2020,hi,777
20-06-2020,hi,791
21-06-2020,hi,802
22-06-2020,hi,804
23-06-2020,hi,807
24-06-2020,hi,821
25-06-2020,hi,836
26-06-2020,hi,850
27-06-2020,hi,856
28-06-2020,hi,883
29-06-2020,hi,884
30-06-2020,hi,901
01-07-2020,hi,909
02-07-2020,hi,929
03-07-2020,hi,957
04-07-2020,hi,981
05-07-2020,hi,1005
06-07-2020,hi,1012
07-07-2020,hi,1053
08-07-2020,hi,1076
09-07-2020,hi,1112
10-07-2020,hi,1139
11-07-2020,hi,1181
12-07-2020,hi,1201
13-07-2020,hi,1222
14-07-2020,hi,1243
15-07-2020,hi,1271
16-07-2020,hi,1290
17-07-2020,hi,1312
18-07-2020,hi,1332
19-07-2020,hi,1359
20-07-2020,hi,1371
21-07-2020,hi,1396
22-07-2020,hi,1413
23-07-2020,hi,1468
24-07-2020,hi,1526
25-07-2020,hi,1597
26-07-2020,hi,1660
27-07-2020,hi,1688
28-07-2020,hi,1734
29-07-2020,hi,1842
30-07-2020,hi,1966
31-07-2020,hi,2088
01-08-2020,hi,2174
02-08-2020,hi,2219
03-08-2020,hi,2425
04-08-2020,hi,2568
05-08-2020,hi,2740
06-08-2020,hi,2891
07-08-2020,hi,3092
08-08-2020,hi,3323
09-08-2020,hi,3475
10-08-2020,hi,3615
11-08-2020,hi,3733
12-08-2020,hi,3935
13-08-2020,hi,4289
14-08-2020,hi,4520
15-08-2020,hi,4802
16-08-2020,hi,5019
17-08-2020,hi,5192
18-08-2020,hi,5326
19-08-2020,hi,5586
20-08-2020,hi,5821
21-08-2020,hi,6049
22-08-2020,hi,6333
23-08-2020,hi,6577
24-08-2020,hi,6746
25-08-2020,hi,6961
26-08-2020,hi,7236
27-08-2020,hi,7542
28-08-2020,hi,7806
29-08-2020,hi,8115
30-08-2020,hi,8315
31-08-2020,hi,8447
01-09-2020,hi,8628
02-09-2020,hi,8966
03-09-2020,hi,9177
04-09-2020,hi,9448
05-09-2020,hi,9667
06-09-2020,hi,9829
07-09-2020,hi,9933
08-09-2020,hi,10130
09-09-2020,hi,10228
10-09-2020,hi,10397
11-09-2020,hi,10567
12-09-2020,hi,10696
13-09-2020,hi,10808
14-09-2020,hi,10887
15-09-2020,hi,10951
16-09-2020,hi,11052
17-09-2020,hi,11211
18-09-2020,hi,11348
19-09-2020,hi,11457
20-09-2020,hi,11534
21-09-2020,hi,11590
22-09-2020,hi,11653
23-09-2020,hi,11820
24-09-2020,hi,11908
25-09-2020,hi,12039
26-09-2020,hi,12166
27-09-2020,hi,12264
28-09-2020,hi,12351
29-09-2020,hi,12436
30-09-2020,hi,12555
01-10-2020,hi,12660
02-10-2020,hi,12754
03-10-2020,hi,12887
04-10-2020,hi,12957
05-10-2020,hi,13007
06-10-2020,hi,13090
07-10-2020,hi,13196
08-10-2020,hi,13297
09-10-2020,hi,13461
10-10-2020,hi,13532
11-10-2020,hi,13633
12-10-2020,hi,13675
13-10-2020,hi,13736
14-10-2020,hi,13834
15-10-2020,hi,13922
16-10-2020,hi,14007
17-10-2020,hi,14101
18-10-2020,hi,14183
19-10-2020,hi,14218
20-10-2020,hi,14302
21-10-2020,hi,14379
22-10-2020,hi,14478
23-10-2020,hi,14617
24-10-2020,hi,14706
25-10-2020,hi,14823
26-10-2020,hi,14858
27-10-2020,hi,14920
28-10-2020,hi,14975
29-10-2020,hi,15046
30-10-2020,hi,15145
31-10-2020,hi,15207
01-11-2020,hi,15287
02-11-2020,hi,15359
03-11-2020,hi,15441
04-11-2020,hi,15591
05-11-2020,hi,15683
06-11-2020,hi,15816
07-11-2020,hi,15939
13-03-2020,id,1
14-03-2020,id,5
15-03-2020,id,5
16-03-2020,id,5
17-03-2020,id,9
18-03-2020,id,11
19-03-2020,id,23
20-03-2020,id,31
21-03-2020,id,42
22-03-2020,id,47
23-03-2020,id,50
24-03-2020,id,73
25-03-2020,id,123
26-03-2020,id,189
27-03-2020,id,232
28-03-2020,id,262
29-03-2020,id,310
30-03-2020,id,415
31-03-2020,id,526
01-04-2020,id,669
02-04-2020,id,891
03-04-2020,id,1012
04-04-2020,id,1076
05-04-2020,id,1100
06-04-2020,id,1170
07-04-2020,id,1210
08-04-2020,id,1232
09-04-2020,id,1366
10-04-2020,id,1425
11-04-2020,id,1438
12-04-2020,id,1457
13-04-2020,id,1499
14-04-2020,id,1538
15-04-2020,id,1587
16-04-2020,id,1609
17-04-2020,id,1655
18-04-2020,id,1668
19-04-2020,id,1672
20-04-2020,id,1736
21-04-2020,id,1766
22-04-2020,id,1802
23-04-2020,id,1836
24-04-2020,id,1870
25-04-2020,id,1887
26-04-2020,id,1897
27-04-2020,id,1917
28-04-2020,id,1952
29-04-2020,id,1984
30-04-2020,id,2016
01-05-2020,id,2035
02-05-2020,id,2061
03-05-2020,id,2059
04-05-2020,id,2106
05-05-2020,id,2127
06-05-2020,id,2158
07-05-2020,id,2178
08-05-2020,id,2205
09-05-2020,id,2230
10-05-2020,id,2232
11-05-2020,id,2261
12-05-2020,id,2294
13-05-2020,id,2325
14-05-2020,id,2352
15-05-2020,id,2389
16-05-2020,id,2419
17-05-2020,id,2421
18-05-2020,id,2455
19-05-2020,id,2476
20-05-2020,id,2506
21-05-2020,id,2534
22-05-2020,id,2595
23-05-2020,id,2626
24-05-2020,id,2650
25-05-2020,id,2664
26-05-2020,id,2699
27-05-2020,id,2731
28-05-2020,id,2770
29-05-2020,id,2804
30-05-2020,id,2840
31-05-2020,id,2855
01-06-2020,id,2908
02-06-2020,id,2935
03-06-2020,id,2990
04-06-2020,id,3054
05-06-2020,id,3111
06-06-2020,id,3139
07-06-2020,id,3153
08-06-2020,id,3197
09-06-2020,id,3226
10-06-2020,id,3262
11-06-2020,id,3303
12-06-2020,id,3354
13-06-2020,id,3399
14-06-2020,id,3413
15-06-2020,id,3472
16-06-2020,id,3543
17-06-2020,id,3634
18-06-2020,id,3744
19-06-2020,id,3871
20-06-2020,id,4006
21-06-2020,id,4025
22-06-2020,id,4267
23-06-2020,id,4412
24-06-2020,id,4650
25-06-2020,id,4869
26-06-2020,id,5149
27-06-2020,id,5319
28-06-2020,id,5543
29-06-2020,id,5770
30-06-2020,id,6124
01-07-2020,id,6379
02-07-2020,id,6688
03-07-2020,id,7034
04-07-2020,id,7431
05-07-2020,id,7799
06-07-2020,id,8222
07-07-2020,id,8582
08-07-2020,id,9004
09-07-2020,id,9598
10-07-2020,id,10073
11-07-2020,id,10584
12-07-2020,id,10971
13-07-2020,id,11531
14-07-2020,id,11962
15-07-2020,id,12599
16-07-2020,id,13261
17-07-2020,id,13879
18-07-2020,id,14433
19-07-2020,id,14960
20-07-2020,id,15380
21-07-2020,id,15899
22-07-2020,id,16395
23-07-2020,id,16862
24-07-2020,id,17411
25-07-2020,id,17920
26-07-2020,id,18262
27-07-2020,id,18836
28-07-2020,id,19318
29-07-2020,id,19810
30-07-2020,id,20378
31-07-2020,id,20853
01-08-2020,id,21231
02-08-2020,id,21465
03-08-2020,id,21838
04-08-2020,id,22357
05-08-2020,id,22854
06-08-2020,id,23510
07-08-2020,id,24073
08-08-2020,id,24593
09-08-2020,id,24797
10-08-2020,id,25267
11-08-2020,id,25767
12-08-2020,id,26280
13-08-2020,id,26814
14-08-2020,id,27312
15-08-2020,id,27620
16-08-2020,id,27794
17-08-2020,id,28113
18-08-2020,id,28486
19-08-2020,id,28829
20-08-2020,id,29252
21-08-2020,id,29510
22-08-2020,id,29808
23-08-2020,id,29973
24-08-2020,id,30260
25-08-2020,id,30648
26-08-2020,id,30968
27-08-2020,id,31326
28-08-2020,id,31643
29-08-2020,id,31874
30-08-2020,id,32034
31-08-2020,id,32256
01-09-2020,id,32703
02-09-2020,id,33059
03-09-2020,id,33361
04-09-2020,id,33628
05-09-2020,id,33884
06-09-2020,id,34053
07-09-2020,id,34153
08-09-2020,id,34461
09-09-2020,id,34707
10-09-2020,id,35027
11-09-2020,id,35354
12-09-2020,id,35588
13-09-2020,id,35693
14-09-2020,id,35984
15-09-2020,id,36306
16-09-2020,id,36594
17-09-2020,id,36924
18-09-2020,id,37358
19-09-2020,id,37624
20-09-2020,id,37768
21-09-2020,id,38196
22-09-2020,id,38676
23-09-2020,id,39030
24-09-2020,id,39547
25-09-2020,id,40228
26-09-2020,id,40411
27-09-2020,id,40501
28-09-2020,id,41386
29-09-2020,id,41854
30-09-2020,id,42549
01-10-2020,id,42915
02-10-2020,id,43528
03-10-2020,id,43702
04-10-2020,id,43964
05-10-2020,id,44832
06-10-2020,id,45487
07-10-2020,id,46233
08-10-2020,id,46848
09-10-2020,id,47674
10-10-2020,id,47927
11-10-2020,id,48155
12-10-2020,id,48663
13-10-2020,id,49987
14-10-2020,id,50534
15-10-2020,id,51471
16-10-2020,id,52234
17-10-2020,id,52582
18-10-2020,id,53092
19-10-2020,id,54123
20-10-2020,id,55153
21-10-2020,id,55922
22-10-2020,id,56944
23-10-2020,id,58083
24-10-2020,id,58964
25-10-2020,id,59344
26-10-2020,id,60400
27-10-2020,id,61282
28-10-2020,id,62197
29-10-2020,id,63195
30-10-2020,id,64175
31-10-2020,id,64797
01-11-2020,id,65272
02-11-2020,id,66249
03-11-2020,id,67504
04-11-2020,id,68791
05-11-2020,id,70005
06-11-2020,id,71496
07-11-2020,id,72528
24-01-2020,il,1
25-01-2020,il,1
26-01-2020,il,1
27-01-2020,il,1
28-01-2020,il,1
29-01-2020,il,1
30-01-2020,il,2
31-01-2020,il,2
01-02-2020,il,2
02-02-2020,il,2
03-02-2020,il,2
04-02-2020,il,2
05-02-2020,il,2
06-02-2020,il,2
07-02-2020,il,2
08-02-2020,il,2
09-02-2020,il,2
10-02-2020,il,2
11-02-2020,il,2
12-02-2020,il,2
13-02-2020,il,2
14-02-2020,il,2
15-02-2020,il,2
16-02-2020,il,2
17-02-2020,il,2
18-02-2020,il,2
19-02-2020,il,2
