date,state,cases
25-04-2020,ms,5718
26-04-2020,ms,5911
27-04-2020,ms,6094
28-04-2020,ms,6342
29-04-2020,ms,6569
30-04-2020,ms,6815
01-05-2020,ms,7212
02-05-2020,ms,7441
03-05-2020,ms,7550
04-05-2020,ms,7877
05-05-2020,ms,8207
06-05-2020,ms,8424
07-05-2020,ms,8686
08-05-2020,ms,9090
09-05-2020,ms,9378
10-05-2020,ms,9501
11-05-2020,ms,9674
12-05-2020,ms,9908
13-05-2020,ms,10090
14-05-2020,ms,10483
15-05-2020,ms,10801
16-05-2020,ms,11123
17-05-2020,ms,11296
18-05-2020,ms,11432
19-05-2020,ms,11704
20-05-2020,ms,11967
21-05-2020,ms,12222
22-05-2020,ms,12624
23-05-2020,ms,13005
24-05-2020,ms,13252
25-05-2020,ms,13458
26-05-2020,ms,13731
27-05-2020,ms,14044
28-05-2020,ms,14372
29-05-2020,ms,14790
30-05-2020,ms,15229
31-05-2020,ms,15501
01-06-2020,ms,15752
02-06-2020,ms,16020
03-06-2020,ms,16322
04-06-2020,ms,16560
05-06-2020,ms,16769
06-06-2020,ms,17034
07-06-2020,ms,17270
08-06-2020,ms,17768
09-06-2020,ms,18109
10-06-2020,ms,18483
11-06-2020,ms,18483
12-06-2020,ms,19091
13-06-2020,ms,19348
14-06-2020,ms,19516
15-06-2020,ms,19799
16-06-2020,ms,20152
17-06-2020,ms,20641
18-06-2020,ms,21022
19-06-2020,ms,21022
20-06-2020,ms,21022
21-06-2020,ms,21022
22-06-2020,ms,22287
23-06-2020,ms,22898
24-06-2020,ms,23424
25-06-2020,ms,24516
26-06-2020,ms,25066
27-06-2020,ms,25531
28-06-2020,ms,25899
29-06-2020,ms,26568
30-06-2020,ms,27248
01-07-2020,ms,27900
02-07-2020,ms,28770
03-07-2020,ms,29684
04-07-2020,ms,30674
05-07-2020,ms,30900
06-07-2020,ms,31257
07-07-2020,ms,32214
08-07-2020,ms,32888
09-07-2020,ms,33591
10-07-2020,ms,34622
11-07-2020,ms,35419
12-07-2020,ms,36287
13-07-2020,ms,36680
14-07-2020,ms,37542
15-07-2020,ms,38567
16-07-2020,ms,39797
17-07-2020,ms,40829
18-07-2020,ms,41846
19-07-2020,ms,42638
20-07-2020,ms,43889
21-07-2020,ms,45524
22-07-2020,ms,47071
23-07-2020,ms,48053
24-07-2020,ms,49663
25-07-2020,ms,51097
26-07-2020,ms,52304
27-07-2020,ms,52957
28-07-2020,ms,54299
29-07-2020,ms,55804
30-07-2020,ms,57579
31-07-2020,ms,58747
01-08-2020,ms,59881
02-08-2020,ms,60553
03-08-2020,ms,61125
04-08-2020,ms,62199
05-08-2020,ms,63444
06-08-2020,ms,64400
07-08-2020,ms,65436
08-08-2020,ms,66646
09-08-2020,ms,67173
10-08-2020,ms,67649
11-08-2020,ms,68293
12-08-2020,ms,69374
13-08-2020,ms,69986
14-08-2020,ms,70930
15-08-2020,ms,71755
16-08-2020,ms,72136
17-08-2020,ms,72412
18-08-2020,ms,73207
19-08-2020,ms,74555
20-08-2020,ms,75449
21-08-2020,ms,76323
22-08-2020,ms,77268
23-08-2020,ms,77894
24-08-2020,ms,78405
25-08-2020,ms,79206
26-08-2020,ms,80110
27-08-2020,ms,80695
28-08-2020,ms,81294
29-08-2020,ms,82029
30-08-2020,ms,82676
31-08-2020,ms,82950
01-09-2020,ms,83584
02-09-2020,ms,84365
03-09-2020,ms,85116
04-09-2020,ms,85939
05-09-2020,ms,86478
06-09-2020,ms,86888
07-09-2020,ms,87130
08-09-2020,ms,87379
09-09-2020,ms,87805
10-09-2020,ms,88322
11-09-2020,ms,89175
12-09-2020,ms,89620
13-09-2020,ms,89874
14-09-2020,ms,90018
15-09-2020,ms,90523
16-09-2020,ms,91234
17-09-2020,ms,91935
18-09-2020,ms,92432
19-09-2020,ms,93087
20-09-2020,ms,93364
21-09-2020,ms,93556
22-09-2020,ms,94021
23-09-2020,ms,94573
24-09-2020,ms,95310
25-09-2020,ms,96032
26-09-2020,ms,96677
27-09-2020,ms,96859
28-09-2020,ms,97049
29-09-2020,ms,97638
30-09-2020,ms,98190
01-10-2020,ms,98886
02-10-2020,ms,99558
03-10-2020,ms,100167
04-10-2020,ms,100488
05-10-2020,ms,100703
06-10-2020,ms,101678
07-10-2020,ms,102241
08-10-2020,ms,102819
09-10-2020,ms,103681
10-10-2020,ms,104638
11-10-2020,ms,104932
12-10-2020,ms,105228
13-10-2020,ms,105941
14-10-2020,ms,106817
15-10-2020,ms,108139
16-10-2020,ms,109255
17-10-2020,ms,110006
18-10-2020,ms,110239
19-10-2020,ms,110592
20-10-2020,ms,111322
21-10-2020,ms,112123
22-10-2020,ms,113081
23-10-2020,ms,113876
24-10-2020,ms,115088
25-10-2020,ms,115088
26-10-2020,ms,115763
27-10-2020,ms,116617
28-10-2020,ms,117617
29-10-2020,ms,118587
30-10-2020,ms,119336
31-10-2020,ms,120160
01-11-2020,ms,120500
02-11-2020,ms,120865
03-11-2020,ms,121509
04-11-2020,ms,122275
05-11-2020,ms,123887
06-11-2020,ms,124854
07-11-2020,ms,125885
07-03-2020,mo,1
08-03-2020,mo,1
09-03-2020,mo,1
10-03-2020,mo,1
11-03-2020,mo,1
12-03-2020,mo,2
13-03-2020,mo,4
14-03-2020,mo,5
15-03-2020,mo,5
16-03-2020,mo,9
17-03-2020,mo,16
18-03-2020,mo,21
19-03-2020,mo,35
20-03-2020,mo,73
21-03-2020,mo,93
22-03-2020,mo,130
23-03-2020,mo,183
24-03-2020,mo,255
25-03-2020,mo,384
26-03-2020,mo,508
27-03-2020,mo,670
28-03-2020,mo,837
29-03-2020,mo,902
30-03-2020,mo,1049
31-03-2020,mo,1350
01-04-2020,mo,1580
02-04-2020,mo,1834
03-04-2020,mo,2113
04-04-2020,mo,2291
05-04-2020,mo,2367
06-04-2020,mo,2722
07-04-2020,mo,3037
08-04-2020,mo,3327
09-04-2020,mo,3539
10-04-2020,mo,3799
11-04-2020,mo,4024
12-04-2020,mo,4160
13-04-2020,mo,4388
14-04-2020,mo,4686
15-04-2020,mo,4895
16-04-2020,mo,5111
17-04-2020,mo,5283
18-04-2020,mo,5517
19-04-2020,mo,5667
20-04-2020,mo,5807
21-04-2020,mo,5941
22-04-2020,mo,6137
23-04-2020,mo,6321
24-04-2020,mo,6625
25-04-2020,mo,6826
26-04-2020,mo,6997
27-04-2020,mo,7171
28-04-2020,mo,7306
29-04-2020,mo,7426
30-04-2020,mo,7563
01-05-2020,mo,7840
02-05-2020,mo,8154
03-05-2020,mo,8454
04-05-2020,mo,8776
05-05-2020,mo,8919
06-05-2020,mo,9164
07-05-2020,mo,9409
08-05-2020,mo,9573
09-05-2020,mo,9737
10-05-2020,mo,9906
11-05-2020,mo,10025
12-05-2020,mo,10124
13-05-2020,mo,10369
14-05-2020,mo,10490
15-05-2020,mo,10567
16-05-2020,mo,10794
17-05-2020,mo,11069
18-05-2020,mo,11225
19-05-2020,mo,11369
20-05-2020,mo,11510
21-05-2020,mo,11657
22-05-2020,mo,11797
23-05-2020,mo,11922
24-05-2020,mo,12114
25-05-2020,mo,12296
26-05-2020,mo,12437
27-05-2020,mo,12624
28-05-2020,mo,12815
29-05-2020,mo,12949
30-05-2020,mo,13118
31-05-2020,mo,13297
01-06-2020,mo,13523
02-06-2020,mo,13822
03-06-2020,mo,14020
04-06-2020,mo,14286
05-06-2020,mo,14515
06-06-2020,mo,14659
07-06-2020,mo,14985
08-06-2020,mo,15159
09-06-2020,mo,15396
10-06-2020,mo,15662
11-06-2020,mo,15924
12-06-2020,mo,16111
13-06-2020,mo,16327
14-06-2020,mo,16384
15-06-2020,mo,16712
16-06-2020,mo,16930
17-06-2020,mo,17151
18-06-2020,mo,17488
19-06-2020,mo,17780
20-06-2020,mo,18155
21-06-2020,mo,18552
22-06-2020,mo,18733
23-06-2020,mo,19148
24-06-2020,mo,19478
25-06-2020,mo,20076
26-06-2020,mo,20567
27-06-2020,mo,20909
28-06-2020,mo,21254
29-06-2020,mo,21748
30-06-2020,mo,22275
01-07-2020,mo,22595
02-07-2020,mo,23085
03-07-2020,mo,23620
04-07-2020,mo,24061
05-07-2020,mo,24334
06-07-2020,mo,24850
07-07-2020,mo,25566
08-07-2020,mo,26343
09-07-2020,mo,27301
10-07-2020,mo,28060
11-07-2020,mo,28649
12-07-2020,mo,29173
13-07-2020,mo,29781
14-07-2020,mo,30817
15-07-2020,mo,31737
16-07-2020,mo,32596
17-07-2020,mo,33536
18-07-2020,mo,34363
19-07-2020,mo,35154
20-07-2020,mo,36044
21-07-2020,mo,37248
22-07-2020,mo,38454
23-07-2020,mo,39923
24-07-2020,mo,41224
25-07-2020,mo,42310
26-07-2020,mo,43477
27-07-2020,mo,44813
28-07-2020,mo,46225
29-07-2020,mo,47683
30-07-2020,mo,49671
31-07-2020,mo,51074
01-08-2020,mo,52012
02-08-2020,mo,52577
03-08-2020,mo,53676
04-08-2020,mo,54890
05-08-2020,mo,55951
06-08-2020,mo,57175
07-08-2020,mo,58321
08-08-2020,mo,58710
09-08-2020,mo,59895
10-08-2020,mo,60882
11-08-2020,mo,61949
12-08-2020,mo,63372
13-08-2020,mo,64933
14-08-2020,mo,66305
15-08-2020,mo,67442
16-08-2020,mo,68493
17-08-2020,mo,69888
18-08-2020,mo,70759
19-08-2020,mo,71802
20-08-2020,mo,72912
21-08-2020,mo,74221
22-08-2020,mo,75468
23-08-2020,mo,76339
24-08-2020,mo,77254
25-08-2020,mo,78246
26-08-2020,mo,79588
27-08-2020,mo,80913
28-08-2020,mo,82449
29-08-2020,mo,83973
30-08-2020,mo,85133
31-08-2020,mo,86328
01-09-2020,mo,87414
02-09-2020,mo,88974
03-09-2020,mo,90392
04-09-2020,mo,91994
05-09-2020,mo,93713
06-09-2020,mo,94923
07-09-2020,mo,95795
08-09-2020,mo,97044
09-09-2020,mo,98446
10-09-2020,mo,99677
11-09-2020,mo,101285
12-09-2020,mo,103085
13-09-2020,mo,104603
14-09-2020,mo,106057
15-09-2020,mo,107687
16-09-2020,mo,108997
17-09-2020,mo,110554
18-09-2020,mo,112547
19-09-2020,mo,113794
20-09-2020,mo,115000
21-09-2020,mo,116814
22-09-2020,mo,118574
23-09-2020,mo,120124
24-09-2020,mo,121485
25-09-2020,mo,123544
26-09-2020,mo,124939
27-09-2020,mo,126115
28-09-2020,mo,127894
29-09-2020,mo,128816
30-09-2020,mo,130065
01-10-2020,mo,131778
02-10-2020,mo,133725
03-10-2020,mo,134826
04-10-2020,mo,135691
05-10-2020,mo,137297
06-10-2020,mo,139172
07-10-2020,mo,141262
08-10-2020,mo,142732
09-10-2020,mo,145034
10-10-2020,mo,148199
11-10-2020,mo,148481
12-10-2020,mo,149460
13-10-2020,mo,150496
14-10-2020,mo,154213
15-10-2020,mo,156142
16-10-2020,mo,158764
17-10-2020,mo,160654
18-10-2020,mo,162156
19-10-2020,mo,164249
20-10-2020,mo,164891
21-10-2020,mo,167435
22-10-2020,mo,169311
23-10-2020,mo,171867
24-10-2020,mo,173742
25-10-2020,mo,175239
26-10-2020,mo,177729
27-10-2020,mo,179453
28-10-2020,mo,181873
29-10-2020,mo,184839
30-10-2020,mo,187804
31-10-2020,mo,189899
01-11-2020,mo,192115
02-11-2020,mo,195885
03-11-2020,mo,198252
04-11-2020,mo,201440
05-11-2020,mo,204951
06-11-2020,mo,209962
07-11-2020,mo,213553
13-03-2020,mt,4
14-03-2020,mt,6
15-03-2020,mt,6
16-03-2020,mt,8
17-03-2020,mt,8
18-03-2020,mt,12
19-03-2020,mt,19
20-03-2020,mt,19
21-03-2020,mt,29
22-03-2020,mt,34
23-03-2020,mt,45
24-03-2020,mt,51
25-03-2020,mt,65
26-03-2020,mt,90
27-03-2020,mt,121
28-03-2020,mt,147
29-03-2020,mt,161
30-03-2020,mt,177
31-03-2020,mt,198
01-04-2020,mt,219
02-04-2020,mt,241
03-04-2020,mt,262
04-04-2020,mt,281
05-04-2020,mt,298
06-04-2020,mt,319
07-04-2020,mt,319
08-04-2020,mt,332
09-04-2020,mt,354
10-04-2020,mt,365
11-04-2020,mt,377
12-04-2020,mt,387
13-04-2020,mt,394
14-04-2020,mt,399
15-04-2020,mt,404
16-04-2020,mt,415
17-04-2020,mt,422
18-04-2020,mt,426
19-04-2020,mt,433
20-04-2020,mt,433
21-04-2020,mt,437
22-04-2020,mt,439
23-04-2020,mt,442
24-04-2020,mt,444
25-04-2020,mt,445
26-04-2020,mt,448
27-04-2020,mt,449
28-04-2020,mt,451
29-04-2020,mt,451
30-04-2020,mt,452
01-05-2020,mt,452
02-05-2020,mt,454
03-05-2020,mt,454
04-05-2020,mt,456
05-05-2020,mt,456
06-05-2020,mt,456
07-05-2020,mt,456
08-05-2020,mt,458
09-05-2020,mt,458
10-05-2020,mt,458
11-05-2020,mt,459
12-05-2020,mt,461
13-05-2020,mt,462
14-05-2020,mt,462
15-05-2020,mt,466
16-05-2020,mt,468
17-05-2020,mt,468
18-05-2020,mt,470
19-05-2020,mt,471
20-05-2020,mt,478
21-05-2020,mt,479
22-05-2020,mt,479
23-05-2020,mt,479
24-05-2020,mt,479
25-05-2020,mt,479
26-05-2020,mt,479
27-05-2020,mt,481
28-05-2020,mt,485
29-05-2020,mt,493
30-05-2020,mt,505
31-05-2020,mt,515
01-06-2020,mt,519
02-06-2020,mt,523
03-06-2020,mt,525
04-06-2020,mt,537
05-06-2020,mt,539
06-06-2020,mt,540
07-06-2020,mt,545
08-06-2020,mt,548
09-06-2020,mt,554
10-06-2020,mt,561
11-06-2020,mt,563
12-06-2020,mt,573
13-06-2020,mt,588
14-06-2020,mt,601
15-06-2020,mt,609
16-06-2020,mt,614
17-06-2020,mt,630
18-06-2020,mt,655
19-06-2020,mt,666
20-06-2020,mt,698
21-06-2020,mt,717
22-06-2020,mt,734
23-06-2020,mt,743
24-06-2020,mt,766
25-06-2020,mt,803
26-06-2020,mt,829
27-06-2020,mt,852
28-06-2020,mt,863
29-06-2020,mt,919
30-06-2020,mt,967
01-07-2020,mt,1016
02-07-2020,mt,1083
03-07-2020,mt,1128
04-07-2020,mt,1167
05-07-2020,mt,1212
06-07-2020,mt,1249
07-07-2020,mt,1327
08-07-2020,mt,1371
09-07-2020,mt,1466
10-07-2020,mt,1593
11-07-2020,mt,1677
12-07-2020,mt,1758
13-07-2020,mt,1908
14-07-2020,mt,2038
15-07-2020,mt,2149
16-07-2020,mt,2265
17-07-2020,mt,2383
18-07-2020,mt,2471
19-07-2020,mt,2533
20-07-2020,mt,2640
21-07-2020,mt,2741
22-07-2020,mt,2840
23-07-2020,mt,2924
24-07-2020,mt,3113
25-07-2020,mt,3260
26-07-2020,mt,3342
27-07-2020,mt,3406
28-07-2020,mt,3491
29-07-2020,mt,3695
30-07-2020,mt,3829
31-07-2020,mt,3977
01-08-2020,mt,4081
02-08-2020,mt,4193
03-08-2020,mt,4249
04-08-2020,mt,4360
05-08-2020,mt,4481
06-08-2020,mt,4621
07-08-2020,mt,4771
08-08-2020,mt,4889
09-08-2020,mt,4952
10-08-2020,mt,5032
11-08-2020,mt,5125
12-08-2020,mt,5292
13-08-2020,mt,5430
14-08-2020,mt,5564
15-08-2020,mt,5663
16-08-2020,mt,5751
17-08-2020,mt,5810
18-08-2020,mt,5867
19-08-2020,mt,5976
20-08-2020,mt,6095
21-08-2020,mt,6239
22-08-2020,mt,6392
23-08-2020,mt,6444
24-08-2020,mt,6510
25-08-2020,mt,6649
26-08-2020,mt,6807
27-08-2020,mt,6960
28-08-2020,mt,7086
29-08-2020,mt,7256
30-08-2020,mt,7340
31-08-2020,mt,7440
01-09-2020,mt,7526
02-09-2020,mt,7715
03-09-2020,mt,7903
04-09-2020,mt,8046
05-09-2020,mt,8178
06-09-2020,mt,8272
07-09-2020,mt,8340
08-09-2020,mt,8409
09-09-2020,mt,8499
10-09-2020,mt,8694
11-09-2020,mt,8817
12-09-2020,mt,8946
13-09-2020,mt,9037
14-09-2020,mt,9164
15-09-2020,mt,9281
16-09-2020,mt,9487
17-09-2020,mt,9721
18-09-2020,mt,9934
19-09-2020,mt,10193
20-09-2020,mt,10325
21-09-2020,mt,10509
22-09-2020,mt,10792
23-09-2020,mt,11034
24-09-2020,mt,11381
25-09-2020,mt,11656
26-09-2020,mt,11943
27-09-2020,mt,12126
28-09-2020,mt,12538
29-09-2020,mt,12825
30-09-2020,mt,13179
01-10-2020,mt,13626
02-10-2020,mt,14044
03-10-2020,mt,14490
04-10-2020,mt,14738
05-10-2020,mt,15127
06-10-2020,mt,15633
07-10-2020,mt,16194
08-10-2020,mt,16766
09-10-2020,mt,17478
10-10-2020,mt,18118
11-10-2020,mt,18733
12-10-2020,mt,19205
13-10-2020,mt,19682
14-10-2020,mt,20321
15-10-2020,mt,21043
16-10-2020,mt,21674
17-10-2020,mt,22284
18-10-2020,mt,22821
19-10-2020,mt,23503
20-10-2020,mt,24201
21-10-2020,mt,24818
22-10-2020,mt,25736
23-10-2020,mt,26600
24-10-2020,mt,27149
25-10-2020,mt,27880
26-10-2020,mt,28580
27-10-2020,mt,29422
28-10-2020,mt,30051
29-10-2020,mt,30932
30-10-2020,mt,31995
31-10-2020,mt,32801
01-11-2020,mt,33495
02-11-2020,mt,34317
03-11-2020,mt,35222
04-11-2020,mt,36012
05-11-2020,mt,37024
06-11-2020,mt,38012
07-11-2020,mt,38948
17-02-2020,ne,10
18-02-2020,ne,10
19-02-2020,ne,10
20-02-2020,ne,11
21-02-2020,ne,11
22-02-2020,ne,11
23-02-2020,ne,11
24-02-2020,ne,12
25-02-2020,ne,13
26-02-2020,ne,13
27-02-2020,ne,13
28-02-2020,ne,13
29-02-2020,ne,13
01-03-2020,ne,13
02-03-2020,ne,13
03-03-2020,ne,13
04-03-2020,ne,13
05-03-2020,ne,13
06-03-2020,ne,14
07-03-2020,ne,14
08-03-2020,ne,16
09-03-2020,ne,16
10-03-2020,ne,17
11-03-2020,ne,23
12-03-2020,ne,24
13-03-2020,ne,27
14-03-2020,ne,29
15-03-2020,ne,31
16-03-2020,ne,33
17-03-2020,ne,36
18-03-2020,ne,43
19-03-2020,ne,47
20-03-2020,ne,53
21-03-2020,ne,61
22-03-2020,ne,62
23-03-2020,ne,73
24-03-2020,ne,77
25-03-2020,ne,84
26-03-2020,ne,91
27-03-2020,ne,102
28-03-2020,ne,122
29-03-2020,ne,138
30-03-2020,ne,185
31-03-2020,ne,199
01-04-2020,ne,249
02-04-2020,ne,273
03-04-2020,ne,297
04-04-2020,ne,339
05-04-2020,ne,377
06-04-2020,ne,438
07-04-2020,ne,491
08-04-2020,ne,538
09-04-2020,ne,594
10-04-2020,ne,678
11-04-2020,ne,718
12-04-2020,ne,805
13-04-2020,ne,870
14-04-2020,ne,930
15-04-2020,ne,994
16-04-2020,ne,1094
17-04-2020,ne,1216
18-04-2020,ne,1348
19-04-2020,ne,1473
20-04-2020,ne,1646
21-04-2020,ne,1726
22-04-2020,ne,1826
23-04-2020,ne,2190
24-04-2020,ne,2474
25-04-2020,ne,2898
26-04-2020,ne,3126
27-04-2020,ne,3487
28-04-2020,ne,3613
29-04-2020,ne,3876
30-04-2020,ne,4332
01-05-2020,ne,4838
02-05-2020,ne,5332
03-05-2020,ne,5686
04-05-2020,ne,6123
05-05-2020,ne,6442
06-05-2020,ne,6771
07-05-2020,ne,7190
08-05-2020,ne,7830
09-05-2020,ne,8233
10-05-2020,ne,8328
11-05-2020,ne,8575
12-05-2020,ne,8732
13-05-2020,ne,9072
14-05-2020,ne,9411
15-05-2020,ne,9766
16-05-2020,ne,10220
17-05-2020,ne,10348
18-05-2020,ne,10625
19-05-2020,ne,10846
20-05-2020,ne,11119
21-05-2020,ne,11423
22-05-2020,ne,11661
23-05-2020,ne,11988
24-05-2020,ne,12133
25-05-2020,ne,12354
26-05-2020,ne,12618
27-05-2020,ne,12975
28-05-2020,ne,13260
29-05-2020,ne,13654
30-05-2020,ne,13905
31-05-2020,ne,14101
01-06-2020,ne,14345
02-06-2020,ne,14611
03-06-2020,ne,14866
04-06-2020,ne,15117
05-06-2020,ne,15379
06-06-2020,ne,15543
07-06-2020,ne,15634
08-06-2020,ne,15752
09-06-2020,ne,15888
10-06-2020,ne,16025
11-06-2020,ne,16315
12-06-2020,ne,16513
13-06-2020,ne,16634
14-06-2020,ne,16735
15-06-2020,ne,16860
16-06-2020,ne,17031
17-06-2020,ne,17226
18-06-2020,ne,17415
19-06-2020,ne,17591
20-06-2020,ne,17707
21-06-2020,ne,17810
22-06-2020,ne,17957
23-06-2020,ne,18091
24-06-2020,ne,18220
25-06-2020,ne,18346
26-06-2020,ne,18524
27-06-2020,ne,18775
28-06-2020,ne,18900
29-06-2020,ne,19064
30-06-2020,ne,19194
01-07-2020,ne,19325
02-07-2020,ne,19476
03-07-2020,ne,19660
04-07-2020,ne,19826
05-07-2020,ne,19937
06-07-2020,ne,20052
07-07-2020,ne,20205
08-07-2020,ne,20437
09-07-2020,ne,20658
10-07-2020,ne,20834
11-07-2020,ne,21035
12-07-2020,ne,21214
13-07-2020,ne,21444
14-07-2020,ne,21717
15-07-2020,ne,21979
16-07-2020,ne,22178
17-07-2020,ne,22361
18-07-2020,ne,22545
19-07-2020,ne,22637
20-07-2020,ne,22847
21-07-2020,ne,23190
22-07-2020,ne,23486
23-07-2020,ne,23818
24-07-2020,ne,24174
25-07-2020,ne,24412
26-07-2020,ne,24618
27-07-2020,ne,24899
28-07-2020,ne,25140
29-07-2020,ne,25448
30-07-2020,ne,25766
31-07-2020,ne,26211
01-08-2020,ne,26391
02-08-2020,ne,26702
03-08-2020,ne,26956
04-08-2020,ne,27178
05-08-2020,ne,27489
06-08-2020,ne,27821
07-08-2020,ne,28104
08-08-2020,ne,28245
09-08-2020,ne,28432
10-08-2020,ne,28696
11-08-2020,ne,29030
12-08-2020,ne,29244
13-08-2020,ne,29660
14-08-2020,ne,29988
15-08-2020,ne,30241
16-08-2020,ne,30372
17-08-2020,ne,30563
18-08-2020,ne,30825
19-08-2020,ne,31040
20-08-2020,ne,31348
21-08-2020,ne,31626
22-08-2020,ne,31780
23-08-2020,ne,31889
24-08-2020,ne,32047
25-08-2020,ne,32379
26-08-2020,ne,32727
27-08-2020,ne,33101
28-08-2020,ne,33436
29-08-2020,ne,33753
30-08-2020,ne,34046
31-08-2020,ne,34287
01-09-2020,ne,34574
02-09-2020,ne,34995
03-09-2020,ne,35469
04-09-2020,ne,35661
05-09-2020,ne,35805
06-09-2020,ne,35891
07-09-2020,ne,35975
08-09-2020,ne,36477
09-09-2020,ne,36917
10-09-2020,ne,37373
11-09-2020,ne,37841
12-09-2020,ne,38108
13-09-2020,ne,38188
14-09-2020,ne,38642
15-09-2020,ne,38970
16-09-2020,ne,39419
17-09-2020,ne,39921
18-09-2020,ne,40387
19-09-2020,ne,40797
20-09-2020,ne,41083
21-09-2020,ne,41388
22-09-2020,ne,41828
23-09-2020,ne,42278
24-09-2020,ne,42731
25-09-2020,ne,43162
26-09-2020,ne,43596
27-09-2020,ne,44063
28-09-2020,ne,44578
29-09-2020,ne,45044
30-09-2020,ne,45564
01-10-2020,ne,46185
02-10-2020,ne,46977
03-10-2020,ne,47403
04-10-2020,ne,47807
05-10-2020,ne,48259
06-10-2020,ne,48757
07-10-2020,ne,49396
08-10-2020,ne,50059
09-10-2020,ne,50168
10-10-2020,ne,51887
11-10-2020,ne,52382
12-10-2020,ne,52839
13-10-2020,ne,53543
14-10-2020,ne,54467
15-10-2020,ne,55428
16-10-2020,ne,56724
17-10-2020,ne,57334
18-10-2020,ne,58068
19-10-2020,ne,58817
20-10-2020,ne,59409
21-10-2020,ne,60308
22-10-2020,ne,61285
23-10-2020,ne,62511
24-10-2020,ne,63215
25-10-2020,ne,63797
26-10-2020,ne,64506
27-10-2020,ne,65376
28-10-2020,ne,66545
29-10-2020,ne,68150
30-10-2020,ne,69645
31-10-2020,ne,70732
01-11-2020,ne,71666
02-11-2020,ne,72631
03-11-2020,ne,74060
04-11-2020,ne,75888
05-11-2020,ne,78012
06-11-2020,ne,80693
07-11-2020,ne,82395
05-03-2020,nv,2
06-03-2020,nv,2
07-03-2020,nv,2
08-03-2020,nv,4
09-03-2020,nv,4
10-03-2020,nv,4
11-03-2020,nv,7
12-03-2020,nv,11
13-03-2020,nv,19
14-03-2020,nv,21
15-03-2020,nv,26
16-03-2020,nv,45
17-03-2020,nv,55
18-03-2020,nv,82
19-03-2020,nv,99
20-03-2020,nv,165
21-03-2020,nv,165
22-03-2020,nv,190
23-03-2020,nv,265
24-03-2020,nv,315
25-03-2020,nv,405
26-03-2020,nv,535
27-03-2020,nv,621
28-03-2020,nv,738
29-03-2020,nv,920
30-03-2020,nv,1044
31-03-2020,nv,1113
01-04-2020,nv,1279
02-04-2020,nv,1458
03-04-2020,nv,1549
04-04-2020,nv,1758
05-04-2020,nv,1880
06-04-2020,nv,1971
07-04-2020,nv,2101
08-04-2020,nv,2318
09-04-2020,nv,2456
10-04-2020,nv,2606
11-04-2020,nv,2720
12-04-2020,nv,2860
13-04-2020,nv,3036
14-04-2020,nv,3137
15-04-2020,nv,3212
16-04-2020,nv,3321
17-04-2020,nv,3524
18-04-2020,nv,3626
19-04-2020,nv,3710
20-04-2020,nv,3830
21-04-2020,nv,3937
22-04-2020,nv,4081
23-04-2020,nv,4208
24-04-2020,nv,4398
25-04-2020,nv,4539
26-04-2020,nv,4638
27-04-2020,nv,4708
28-04-2020,nv,4812
29-04-2020,nv,4934
30-04-2020,nv,5053
01-05-2020,nv,5249
02-05-2020,nv,5390
03-05-2020,nv,5473
04-05-2020,nv,5627
05-05-2020,nv,5665
06-05-2020,nv,5744
07-05-2020,nv,5858
08-05-2020,nv,5942
09-05-2020,nv,6046
10-05-2020,nv,6120
11-05-2020,nv,6152
12-05-2020,nv,6311
13-05-2020,nv,6482
14-05-2020,nv,6604
15-05-2020,nv,6733
16-05-2020,nv,6810
17-05-2020,nv,6935
18-05-2020,nv,7059
19-05-2020,nv,7169
20-05-2020,nv,7301
21-05-2020,nv,7404
22-05-2020,nv,7531
23-05-2020,nv,7769
24-05-2020,nv,7886
25-05-2020,nv,7959
26-05-2020,nv,8059
27-05-2020,nv,8150
28-05-2020,nv,8247
29-05-2020,nv,8375
30-05-2020,nv,8519
31-05-2020,nv,8628
01-06-2020,nv,8701
02-06-2020,nv,8858
03-06-2020,nv,8950
04-06-2020,nv,9118
05-06-2020,nv,9306
06-06-2020,nv,9494
07-06-2020,nv,9673
08-06-2020,nv,9815
09-06-2020,nv,10046
10-06-2020,nv,10216
11-06-2020,nv,10464
12-06-2020,nv,10704
13-06-2020,nv,10992
14-06-2020,nv,11199
15-06-2020,nv,11316
16-06-2020,nv,11673
17-06-2020,nv,11852
18-06-2020,nv,12164
19-06-2020,nv,12525
20-06-2020,nv,12977
21-06-2020,nv,13236
22-06-2020,nv,13575
23-06-2020,nv,14058
24-06-2020,nv,14460
25-06-2020,nv,14911
26-06-2020,nv,15359
27-06-2020,nv,16400
28-06-2020,nv,17187
29-06-2020,nv,17971
30-06-2020,nv,18582
01-07-2020,nv,19151
02-07-2020,nv,19871
03-07-2020,nv,20878
04-07-2020,nv,21671
05-07-2020,nv,22518
06-07-2020,nv,22930
07-07-2020,nv,23848
08-07-2020,nv,24378
09-07-2020,nv,25055
10-07-2020,nv,25961
11-07-2020,nv,26912
12-07-2020,nv,27745
13-07-2020,nv,28597
14-07-2020,nv,29669
15-07-2020,nv,30587
16-07-2020,nv,32024
17-07-2020,nv,33372
18-07-2020,nv,34606
19-07-2020,nv,35826
20-07-2020,nv,36805
21-07-2020,nv,37605
22-07-2020,nv,38759
23-07-2020,nv,40088
24-07-2020,nv,41013
25-07-2020,nv,41993
26-07-2020,nv,42919
27-07-2020,nv,43880
